 Number	Time[sec]	CO2_Air[ppm]	TempAir[C]	Wind[m/s]	WaterHeight[mm]	pOxyAbs[bar]
    503	  4232.43	      764.89	    23.43	      6.26	          76.46	        1.00
    504	  4240.53	      755.37	    23.43	      6.27	          76.38	        1.00
    505	  4248.63	      755.37	    23.43	      6.21	          76.19	        1.00
    506	  4256.73	      754.39	    23.43	      6.26	          76.22	        1.00
    507	  4264.83	      754.39	    23.43	      6.23	          75.68	        1.00
    508	  4272.93	      754.39	    23.43	      6.23	          75.34	        1.00
    509	  4281.03	      753.91	    23.44	      6.22	          75.30	        1.00
    510	  4289.13	      753.42	    23.43	      6.25	          75.34	        1.00
    511	  4297.23	      753.42	    23.44	      6.23	          75.41	        1.00
    512	  4305.33	      752.69	    23.43	      6.22	          74.83	        1.00
    513	  4313.43	      752.69	    23.44	      6.28	          74.83	        1.00
    514	  4321.53	      751.71	    23.44	      6.27	          74.26	        1.00
    515	  4329.63	      751.71	    23.44	      6.24	          73.91	        1.00
    516	  4337.73	      751.71	    23.45	      6.28	          73.56	        1.00
    517	  4345.83	      750.49	    23.44	      6.26	          73.68	        1.00
    518	  4353.93	      750.49	    23.45	      6.23	          73.33	        1.00
    519	  4362.03	      750.00	    23.45	      6.29	          73.91	        1.00
    520	  4370.13	      750.00	    23.46	      6.28	          74.02	        1.00
    521	  4378.23	      745.61	    23.46	      6.23	          74.02	        1.00
    522	  4386.33	      745.61	    23.46	      6.27	          74.64	        1.00
    523	  4394.43	      745.61	    23.46	      6.22	          74.02	        1.00
    524	  4402.53	      745.85	    23.46	      6.21	          74.76	        1.00
    525	  4410.63	      745.61	    23.47	      6.24	          74.22	        1.00
    526	  4418.73	      745.61	    23.47	      6.23	          75.37	        1.00
    527	  4426.83	      744.38	    23.46	      6.23	          75.34	        1.00
    528	  4434.93	      744.38	    23.47	      6.28	          75.34	        1.00
    529	  4443.03	      743.41	    23.47	      6.29	          75.76	        1.00
    530	  4451.13	      742.68	    23.47	      6.25	          75.49	        1.00
    531	  4459.23	      742.68	    23.47	      6.21	          76.19	        1.00
    532	  4467.33	      740.72	    23.47	      6.16	          76.15	        1.00
    533	  4475.43	      740.72	    23.48	      6.29	          75.84	        1.00
    534	  4483.53	      730.47	    23.48	      6.26	          75.76	        1.00
    535	  4491.63	      730.47	    23.47	      6.27	          75.57	        1.00
    536	  4499.73	      727.78	    23.48	      6.25	          75.22	        1.00
    537	  4507.83	      727.78	    23.49	      6.30	          75.45	        1.00
    538	  4515.93	      716.80	    23.49	      6.26	          75.34	        1.00
    539	  4524.03	      716.80	    23.50	      6.28	          75.30	        1.00
    540	  4532.13	      715.58	    23.49	      6.26	          74.83	        1.00
    541	  4540.23	      715.58	    23.50	      6.27	          74.56	        1.00
    542	  4548.33	      708.50	    23.50	      6.29	          74.45	        1.00
    543	  4556.43	      708.50	    23.50	      6.29	          74.37	        1.00
    544	  4564.53	      707.52	    23.50	      6.23	          75.03	        1.00
    545	  4572.63	      704.83	    23.50	      6.21	          74.41	        1.00
    546	  4580.73	      704.83	    23.50	      6.25	          74.64	        1.00
    547	  4588.83	      703.61	    23.50	      6.25	          74.26	        1.00
    548	  4596.93	      703.86	    23.50	      6.25	          74.02	        1.00
    549	  4605.03	      702.64	    23.50	      6.25	          74.06	        1.00
    550	  4613.13	      702.64	    23.50	      6.29	          73.10	        1.00
    551	  4621.23	      700.44	    23.50	      6.27	          73.10	        1.00
    552	  4629.33	      700.44	    23.51	      6.21	          72.05	        1.00
    553	  4637.43	      699.71	    23.52	      6.25	          72.17	        1.00
    554	  4645.53	      699.71	    23.52	      6.25	          71.78	        1.00
    555	  4653.63	      698.73	    23.53	      6.24	          71.51	        1.00
    556	  4661.73	      698.73	    23.52	      6.27	          72.29	        1.00
    557	  4669.83	      697.51	    23.53	      6.22	          72.79	        1.00
    558	  4677.93	      697.75	    23.53	      6.26	          73.37	        1.00
    559	  4686.03	      696.78	    23.52	      6.28	          73.44	        1.00
    560	  4694.13	      696.78	    23.53	      6.22	          73.64	        1.00
    561	  4702.23	      695.56	    23.53	      6.23	          73.87	        1.00
    562	  4710.33	      687.50	    23.53	      6.24	          73.68	        1.00
    563	  4718.43	      687.50	    23.54	      6.30	          74.06	        1.00
    564	  4726.53	      687.01	    23.54	      6.27	          74.06	        1.00
    565	  4734.63	      686.52	    23.54	      6.26	          74.83	        1.00
    566	  4742.73	      685.79	    23.54	      6.21	          75.22	        1.00
    567	  4750.83	      685.79	    23.54	      6.26	          75.18	        1.00
    568	  4758.93	      685.79	    23.54	      6.21	          75.76	        1.00
    569	  4767.03	      686.04	    23.54	      6.19	          75.64	        1.00
    570	  4775.13	      684.81	    23.54	      6.26	          75.99	        1.00
    571	  4783.23	      684.81	    23.54	      6.29	          75.72	        1.00
    572	  4791.33	      683.84	    23.54	      6.28	          75.37	        1.00
    573	  4799.43	      684.08	    23.56	      6.28	          74.95	        1.00
    574	  4807.53	      682.86	    23.55	      6.27	          75.18	        1.00
    575	  4815.63	      682.86	    23.55	      6.24	          75.03	        1.00
    576	  4823.73	      677.98	    23.55	      6.25	          74.95	        1.00
    577	  4831.83	      676.76	    23.56	      6.30	          75.61	        1.00
    578	  4839.93	      676.76	    23.56	      6.31	          75.68	        1.00
    579	  4848.03	      673.83	    23.56	      6.23	          75.57	        1.00
    580	  4856.13	      672.61	    23.57	      6.23	          75.80	        1.00
    581	  4864.23	      672.61	    23.57	      6.25	          75.34	        1.00
    582	  4872.33	      672.61	    23.57	      6.25	          74.83	        1.00
    583	  4880.43	      672.61	    23.57	      6.27	          74.37	        1.00
    584	  4888.53	      672.61	    23.57	      6.25	          74.06	        1.00
    585	  4896.63	      672.61	    23.57	      6.26	          74.10	        1.00
    586	  4904.73	      672.61	    23.57	      6.26	          74.06	        1.00
    587	  4912.83	      671.63	    23.57	      6.28	          74.10	        1.00
    588	  4920.93	      671.63	    23.58	      6.28	          73.87	        1.00
    589	  4929.03	      669.92	    23.58	      6.27	          73.41	        1.00
    590	  4937.13	      670.17	    23.57	      6.27	          73.60	        1.00
    591	  4945.23	      667.72	    23.57	      6.26	          72.71	        1.00
    592	  4953.33	      656.74	    23.58	      6.30	          72.40	        1.00
    593	  4961.43	      656.74	    23.59	      6.25	          72.29	        1.00
    594	  4969.53	      656.01	    23.59	      6.26	          72.56	        1.00
    595	  4977.63	      655.76	    23.59	      6.25	          72.87	        1.00
    596	  4985.73	      655.76	    23.59	      6.28	          72.90	        1.00
    597	  4993.83	      654.79	    23.60	      6.23	          73.14	        1.00
    598	  5001.93	      652.59	    23.59	      6.24	          72.60	        1.00
    599	  5010.03	      652.59	    23.60	      6.27	          72.48	        1.00
    600	  5018.13	      641.85	    23.60	      6.29	          71.82	        1.00
    601	  5026.23	      641.85	    23.60	      6.27	          72.94	        1.00
    602	  5034.33	      641.85	    23.60	      6.26	          73.33	        1.00
    603	  5042.43	      641.85	    23.60	      6.27	          74.10	        1.00
    604	  5050.53	      640.87	    23.60	      6.26	          74.68	        1.00
    605	  5058.63	      640.87	    23.60	      6.26	          74.80	        1.00
    606	  5066.73	      639.89	    23.60	      6.23	          75.37	        1.00
    607	  5074.83	      639.89	    23.60	      6.24	          74.95	        1.00
    608	  5082.93	      639.89	    23.61	      6.21	          75.14	        1.00
    609	  5091.03	      639.89	    23.61	      6.25	          75.03	        1.00
    610	  5099.13	      639.89	    23.61	      6.24	          74.87	        1.00
    611	  5107.23	      639.89	    23.61	      6.27	          75.41	        1.00
    612	  5115.33	      638.92	    23.62	      6.24	          75.34	        1.00
    613	  5123.43	      638.92	    23.62	      6.19	          75.80	        1.00
    614	  5131.53	      638.92	    23.62	      6.23	          75.61	        1.00
    615	  5139.63	      637.70	    23.62	      6.26	          75.61	        1.00
    616	  5147.73	      637.70	    23.62	      6.27	          74.76	        1.00
    617	  5155.83	      637.70	    23.62	      6.24	          74.29	        1.00
    618	  5163.93	      637.70	    23.63	      6.18	          74.41	        1.00
    619	  5172.03	      637.70	    23.63	      6.25	          73.44	        1.00
    620	  5180.13	      637.70	    23.63	      6.21	          73.98	        1.00
    621	  5188.23	      637.70	    23.63	      6.22	          72.94	        1.00
    622	  5196.33	      637.94	    23.63	      6.28	          73.10	        1.00
    623	  5204.43	      636.72	    23.63	      6.27	          72.75	        1.00
    624	  5212.53	      637.70	    23.63	      6.29	          72.09	        1.00
    625	  5220.63	      637.70	    23.63	      6.27	          72.36	        1.00
    626	  5228.73	      637.70	    23.63	      6.22	          71.40	        1.00
    627	  5236.83	      637.70	    23.63	      6.20	          72.56	        1.00
    628	  5244.93	      636.72	    23.64	      6.24	          72.83	        1.00
    629	  5253.03	      636.72	    23.64	      6.27	          73.48	        1.00
    630	  5261.13	      636.72	    23.64	      6.24	          74.18	        1.00
    631	  5269.23	      636.72	    23.64	      6.26	          73.98	        1.00
    632	  5277.33	      636.72	    23.65	      6.24	          74.29	        1.00
    633	  5285.43	      636.72	    23.64	      6.27	          74.10	        1.00
    634	  5293.53	      636.72	    23.65	      6.32	          74.45	        1.00
    635	  5301.63	      636.72	    23.66	      6.27	          74.80	        1.00
    636	  5309.73	      636.72	    23.66	      6.29	          75.14	        1.00
    637	  5317.83	      636.72	    23.65	      6.26	          75.76	        1.00
    638	  5325.93	      636.72	    23.66	      6.25	          75.57	        1.00
    639	  5334.03	      636.72	    23.66	      6.25	          75.99	        1.00
    640	  5342.13	      636.72	    23.66	      6.23	          75.72	        1.00
    641	  5350.23	      636.72	    23.66	      6.24	          75.99	        1.00
    642	  5358.33	      635.50	    23.66	      6.23	          75.76	        1.00
    643	  5366.43	      635.50	    23.67	      6.28	          76.15	        1.00
    644	  5374.53	      635.50	    23.67	      6.25	          75.80	        1.00
    645	  5382.63	      634.77	    23.67	      6.28	          75.95	        1.00
    646	  5390.73	      634.77	    23.67	      6.30	          76.15	        1.00
    647	  5398.83	      629.64	    23.66	      6.24	          76.11	        1.00
    648	  5406.93	      629.64	    23.67	      6.29	          75.72	        1.00
    649	  5415.03	      628.66	    23.67	      6.22	          75.10	        1.00
    650	  5423.13	      628.66	    23.67	      6.27	          74.33	        1.00
    651	  5431.23	      628.17	    23.67	      6.20	          73.91	        1.00
    652	  5439.33	      628.17	    23.67	      6.25	          73.17	        1.00
    653	  5447.43	      626.95	    23.67	      6.24	          72.56	        1.00
    654	  5455.53	      626.95	    23.67	      6.27	          72.02	        1.00
    655	  5463.63	      625.98	    23.67	      6.25	          73.10	        1.00
    656	  5471.73	      625.98	    23.68	      6.27	          72.94	        1.00
    657	  5479.83	      625.00	    23.67	      6.26	          73.56	        1.00
    658	  5487.93	      625.00	    23.68	      6.29	          73.41	        1.00
    659	  5496.03	      616.94	    23.69	      6.21	          73.29	        1.00
    660	  5504.13	      616.94	    23.69	      6.26	          74.29	        1.00
    661	  5512.23	      616.94	    23.69	      6.27	          73.44	        1.00
    662	  5520.33	      614.99	    23.69	      6.25	          74.68	        1.00
    663	  5528.43	      614.99	    23.70	      6.33	          73.95	        1.00
    664	  5536.53	      614.50	    23.70	      6.26	          74.64	        1.00
    665	  5544.63	      614.50	    23.70	      6.26	          75.30	        1.00
    666	  5552.73	      613.04	    23.70	      6.27	          75.10	        1.00
    667	  5560.83	      613.04	    23.70	      6.27	          75.88	        1.00
    668	  5568.93	      612.06	    23.70	      6.28	          75.72	        1.00
    669	  5577.03	      612.06	    23.70	      6.27	          75.88	        1.00
    670	  5585.13	      603.03	    23.70	      6.25	          75.91	        1.00
    671	  5593.23	      603.27	    23.70	      6.24	          75.61	        1.00
    672	  5601.33	      603.03	    23.70	      6.27	          76.22	        1.00
    673	  5609.43	      603.03	    23.70	      6.25	          76.07	        1.00
    674	  5617.53	      603.03	    23.70	      6.21	          76.22	        1.00
    675	  5625.63	      603.03	    23.70	      6.27	          76.22	        1.00
    676	  5633.73	      603.03	    23.70	      6.29	          76.26	        1.00
    677	  5641.83	      603.03	    23.70	      6.29	          76.15	        1.00
    678	  5649.93	      603.03	    23.71	      6.23	          76.11	        1.00
    679	  5658.03	      603.03	    23.71	      6.28	          76.46	        1.00
    680	  5666.13	      603.03	    23.71	      6.26	          75.95	        1.00
    681	  5674.23	      603.03	    23.71	      6.28	          75.95	        1.00
    682	  5682.33	      603.03	    23.71	      6.29	          75.99	        1.00
    683	  5690.43	      603.03	    23.71	      6.24	          75.72	        1.00
    684	  5698.53	      603.03	    23.73	      6.27	          75.64	        1.00
    685	  5706.63	      601.81	    23.72	      6.25	          74.68	        1.00
    686	  5714.73	      601.81	    23.73	      6.27	          74.49	        1.00
    687	  5722.83	      601.81	    23.73	      6.27	          74.18	        1.00
    688	  5730.93	      601.81	    23.73	      6.23	          74.06	        1.00
    689	  5739.03	      600.83	    23.74	      6.24	          74.49	        1.00
    690	  5747.13	      600.83	    23.73	      6.26	          74.76	        1.00
    691	  5755.23	      600.83	    23.73	      6.29	          74.91	        1.00
    692	  5763.33	      600.10	    23.73	      6.29	          75.26	        1.00
    693	  5771.43	      600.10	    23.73	      6.27	          75.14	        1.00
    694	  5779.53	      600.10	    23.74	      6.24	          75.68	        1.00
    695	  5787.63	      600.10	    23.73	      6.22	          75.64	        1.00
    696	  5795.73	      600.10	    23.73	      6.29	          75.88	        1.00
    697	  5803.83	      600.10	    23.74	      6.25	          75.80	        1.00
    698	  5811.93	      600.10	    23.74	      6.30	          76.22	        1.00
    699	  5820.03	      600.10	    23.74	      6.23	          76.11	        1.00
    700	  5828.13	      600.10	    23.74	      6.32	          75.84	        1.00
    701	  5836.23	      600.10	    23.74	      6.26	          76.11	        1.00
    702	  5844.33	      600.10	    23.74	      6.21	          75.45	        1.00
    703	  5852.43	      600.10	    23.74	      6.28	          75.68	        1.00
    704	  5860.53	      600.83	    23.74	      6.30	          75.22	        1.00
    705	  5868.63	      600.83	    23.74	      6.27	          74.99	        1.00
    706	  5876.73	      601.81	    23.74	      6.26	          75.41	        1.00
    707	  5884.83	      603.03	    23.74	      6.28	          74.83	        1.00
    708	  5892.93	      603.03	    23.74	      6.28	          74.83	        1.00
    709	  5901.03	      605.22	    23.74	      6.25	          74.91	        1.00
    710	  5909.13	      605.22	    23.75	      6.28	          74.72	        1.00
    711	  5917.23	      606.45	    23.76	      6.32	          74.95	        1.00
    712	  5925.33	      606.45	    23.75	      6.25	          74.72	        1.00
    713	  5933.43	      606.20	    23.76	      6.29	          74.76	        1.00
    714	  5941.53	      606.20	    23.75	      6.23	          74.64	        1.00
    715	  5949.63	      607.42	    23.76	      6.29	          74.72	        1.00
    716	  5957.73	      607.18	    23.76	      6.31	          74.80	        1.00
    717	  5965.83	      607.18	    23.76	      6.24	          75.26	        1.00
    718	  5973.93	      607.18	    23.75	      6.25	          75.37	        1.00
    719	  5982.03	      606.20	    23.76	      6.25	          75.18	        1.00
    720	  5990.13	      606.45	    23.76	      6.27	          75.03	        1.00
    721	  5998.23	      606.45	    23.77	      6.29	          75.03	        1.00
    722	  6006.33	      606.20	    23.77	      6.27	          74.80	        1.00
    723	  6014.43	      605.22	    23.77	      6.30	          75.72	        1.00
    724	  6022.53	      605.22	    23.77	      6.29	          76.07	        1.00
    725	  6030.63	      605.22	    23.77	      6.29	          75.95	        1.00
    726	  6038.73	      605.22	    23.76	      6.28	          76.30	        1.00
    727	  6046.83	      604.00	    23.77	      6.25	          76.76	        1.00
    728	  6054.93	      603.03	    23.77	      6.25	          76.76	        1.00
    729	  6078.38	      603.03	    23.77	      6.25	          75.37	        1.00
    730	  6094.42	      601.81	    23.78	      6.27	          75.95	        1.00
    731	  6102.52	      601.81	    23.78	      6.26	          75.99	        1.00
    732	  6158.74	      594.97	    23.80	      6.31	          76.42	        1.00
    733	  6166.84	      593.75	    23.80	      6.25	          76.15	        1.00
    734	  6174.94	      593.75	    23.80	      6.25	          75.34	        1.00
    735	  6183.04	      593.75	    23.80	      6.24	          75.49	        1.00
    736	  6191.14	      593.02	    23.80	      6.23	          74.99	        1.00
    737	  6199.24	      592.77	    23.80	      6.34	          74.87	        1.00
    738	  6207.34	      592.77	    23.80	      6.27	          74.80	        1.00
    739	  6215.44	      592.77	    23.80	      6.26	          74.95	        1.00
    740	  6223.54	      592.29	    23.80	      6.31	          75.22	        1.00
    741	  6231.64	      592.29	    23.80	      6.25	          75.07	        1.00
    742	  6239.74	      589.84	    23.81	      6.27	          75.64	        1.00
    743	  6247.84	      589.84	    23.81	      6.24	          75.80	        1.00
    744	  6255.94	      588.87	    23.81	      6.25	          75.76	        1.00
    745	  6264.04	      588.87	    23.82	      6.27	          75.84	        1.00
    746	  6272.14	      588.87	    23.81	      6.30	          75.91	        1.00
    747	  6280.24	      589.11	    23.81	      6.29	          76.07	        1.00
    748	  6288.34	      587.89	    23.81	      6.19	          76.15	        1.00
    749	  6296.44	      587.89	    23.82	      6.33	          76.38	        1.00
    750	  6304.54	      587.89	    23.82	      6.22	          75.91	        1.00
    751	  6312.64	      587.89	    23.83	      6.31	          76.11	        1.00
    752	  6320.74	      587.89	    23.82	      6.27	          74.95	        1.00
    753	  6328.84	      587.89	    23.83	      6.27	          75.10	        1.00
    754	  6336.94	      588.87	    23.83	      6.27	          74.64	        1.00
    755	  6345.04	      588.87	    23.83	      6.33	          74.72	        1.00
    756	  6353.14	      588.87	    23.83	      6.30	          75.03	        1.00
    757	  6361.24	      588.87	    23.83	      6.26	          74.87	        1.00
    758	  6369.34	      588.87	    23.83	      6.23	          74.76	        1.00
    759	  6377.44	      588.87	    23.83	      6.27	          74.33	        1.00
    760	  6385.54	      588.87	    23.84	      6.29	          74.06	        1.00
    761	  6393.64	      588.87	    23.84	      6.27	          73.75	        1.00
    762	  6401.74	      588.87	    23.84	      6.29	          73.52	        1.00
    763	  6409.84	      588.87	    23.84	      6.25	          73.44	        1.00
    764	  6417.94	      588.87	    23.84	      6.31	          73.87	        1.00
    765	  6426.04	      588.87	    23.84	      6.29	          73.60	        1.00
    766	  6434.14	      588.87	    23.84	      6.29	          73.52	        1.00
    767	  6442.24	      588.87	    23.84	      6.31	          73.06	        1.00
    768	  6450.34	      588.87	    23.85	      6.29	          72.44	        1.00
    769	  6458.44	      588.87	    23.84	      6.27	          72.40	        1.00
    770	  6466.54	      588.87	    23.84	      6.28	          72.29	        1.00
    771	  6474.64	      588.87	    23.85	      6.24	          74.02	        1.00
    772	  6482.74	      588.87	    23.85	      6.23	          73.98	        1.00
    773	  6490.84	      588.87	    23.86	      6.28	          74.14	        1.00
    774	  6498.94	      588.87	    23.86	      6.29	          73.83	        1.00
    775	  6507.04	      588.87	    23.86	      6.24	          73.37	        1.00
    776	  6515.14	      588.87	    23.86	      6.24	          73.75	        1.00
    777	  6523.24	      588.87	    23.87	      6.23	          74.02	        1.00
    778	  6531.34	      588.87	    23.87	      6.29	          75.26	        1.00
    779	  6539.44	      589.11	    23.86	      6.31	          75.45	        1.00
    780	  6547.54	      588.87	    23.86	      6.29	          75.37	        1.00
    781	  6555.64	      588.87	    23.87	      6.33	          75.10	        1.00
    782	  6563.74	      588.87	    23.86	      6.29	          75.34	        1.00
    783	  6571.84	      588.87	    23.87	      6.26	          75.61	        1.00
    784	  6579.94	      588.87	    23.87	      6.27	          75.84	        1.00
    785	  6588.04	      588.87	    23.87	      6.22	          75.80	        1.00
    786	  6596.14	      588.87	    23.87	      6.27	          76.19	        1.00
    787	  6604.24	      587.89	    23.87	      6.28	          76.30	        1.00
    788	  6612.34	      587.89	    23.87	      6.29	          76.42	        1.00
    789	  6620.44	      587.89	    23.87	      6.28	          76.34	        1.00
    790	  6628.54	      587.89	    23.87	      6.26	          76.73	        1.00
    791	  6636.64	      587.89	    23.88	      6.25	          76.69	        1.00
    792	  6644.74	      587.89	    23.88	      6.25	          76.73	        1.00
    793	  6652.84	      587.89	    23.88	      6.21	          76.80	        1.00
    794	  6660.94	      587.89	    23.87	      6.24	          76.65	        1.00
    795	  6669.04	      587.89	    23.88	      6.27	          76.26	        1.00
    796	  6677.14	      588.13	    23.88	      6.30	          75.45	        1.00
    797	  6685.24	      587.89	    23.89	      6.25	          75.37	        1.00
    798	  6693.34	      587.89	    23.89	      6.21	          75.26	        1.00
    799	  6701.44	      587.89	    23.89	      6.27	          75.10	        1.00
    800	  6709.54	      587.89	    23.89	      6.27	          75.76	        1.00
    801	  6717.64	      587.89	    23.89	      6.27	          75.68	        1.00
    802	  6725.74	      587.89	    23.90	      6.29	          76.15	        1.00
    803	  6733.84	      587.89	    23.90	      6.23	          75.88	        1.00
    804	  6741.94	      587.89	    23.90	      6.25	          76.26	        1.00
    805	  6750.04	      587.89	    23.90	      6.24	          76.03	        1.00
    806	  6758.14	      587.89	    23.90	      6.29	          76.11	        1.00
    807	  6766.24	      587.89	    23.90	      6.24	          76.42	        1.00
    808	  6774.34	      587.89	    23.90	      6.29	          76.84	        1.00
    809	  6782.44	      587.89	    23.90	      6.23	          77.11	        1.00
    810	  6790.54	      587.89	    23.90	      6.31	          77.27	        1.00
    811	  6798.64	      587.89	    23.90	      6.31	          76.96	        1.00
    812	  6806.74	      586.67	    23.90	      6.29	          77.03	        1.00
    813	  6814.84	      586.67	    23.90	      6.29	          77.15	        1.00
    814	  6822.94	      586.67	    23.90	      6.25	          77.00	        1.00
    815	  6831.04	      586.67	    23.90	      6.24	          76.57	        1.00
    816	  6839.14	      585.69	    23.90	      6.27	          75.41	        1.00
    817	  6847.24	      585.69	    23.90	      6.27	          75.76	        1.00
    818	  6855.34	      585.69	    23.90	      6.27	          76.03	        1.00
    819	  6863.44	      585.69	    23.90	      6.23	          75.95	        1.00
    820	  6871.54	      585.69	    23.91	      6.28	          76.19	        1.00
    821	  6879.64	      585.69	    23.91	      6.27	          75.91	        1.00
    822	  6887.74	      585.69	    23.91	      6.25	          75.68	        1.00
    823	  6895.84	      585.21	    23.91	      6.29	          75.34	        1.00
    824	  6903.94	      585.21	    23.91	      6.25	          75.57	        1.00
    825	  6912.04	      585.21	    23.91	      6.25	          75.76	        1.00
    826	  6920.14	      585.21	    23.91	      6.23	          76.07	        1.00
    827	  6928.24	      584.96	    23.92	      6.26	          76.11	        1.00
    828	  6936.34	      585.21	    23.92	      6.26	          76.15	        1.00
    829	  6944.44	      585.21	    23.92	      6.29	          76.26	        1.00
    830	  6952.54	      585.21	    23.92	      6.29	          76.07	        1.00
    831	  6960.64	      584.96	    23.92	      6.27	          76.15	        1.00
    832	  6968.74	      584.96	    23.92	      6.26	          76.38	        1.00
    833	  6976.84	      585.21	    23.92	      6.27	          76.96	        1.00
    834	  6984.94	      585.21	    23.93	      6.21	          76.88	        1.00
    835	  6993.04	      585.21	    23.93	      6.25	          77.03	        1.00
    836	  7113.27	      583.98	    23.94	      6.29	          75.34	        1.00
    837	  7121.37	      583.98	    23.94	      6.26	          75.30	        1.00
    838	  7150.62	      583.98	    23.95	      6.31	          74.68	        1.00
    839	  7171.75	      583.98	    23.95	      6.25	          75.45	        1.00
    840	  7179.85	      583.98	    23.95	      6.24	          74.72	        1.00
    841	  7187.95	      583.98	    23.96	      6.28	          74.76	        1.00
    842	  7196.05	      584.23	    23.96	      6.31	          75.14	        1.00
    843	  7204.15	      583.98	    23.96	      6.24	          75.41	        1.00
    844	  7212.25	      583.98	    23.96	      6.29	          75.26	        1.00
    845	  7220.35	      583.98	    23.97	      6.31	          74.72	        1.00
    846	  7258.87	      583.98	    23.97	      6.27	          74.64	        1.00
    847	  7266.97	      583.98	    23.97	      6.28	          74.60	        1.00
    848	  7275.07	      583.98	    23.97	      6.31	          75.03	        1.00
    849	  7283.17	      583.98	    23.97	      6.30	          74.18	        1.00
    850	  7291.27	      584.72	    23.97	      6.31	          74.22	        1.00
    851	  7299.37	      585.21	    23.97	      6.25	          74.76	        1.00
    852	  7307.47	      585.21	    23.98	      6.27	          75.03	        1.00
    853	  7315.57	      585.21	    23.97	      6.21	          74.95	        1.00
    854	  7323.67	      585.21	    23.98	      6.27	          75.34	        1.00
    855	  7331.77	      585.21	    23.98	      6.28	          75.88	        1.00
    856	  7339.87	      585.69	    23.98	      6.30	          76.92	        1.00
    857	  7347.97	      585.69	    23.98	      6.25	          76.96	        1.00
    858	  7356.07	      585.69	    23.99	      6.29	          77.11	        1.00
    859	  7364.17	      585.69	    23.98	      6.24	          77.27	        1.00
    860	  7372.27	      585.69	    23.99	      6.30	          75.95	        1.00
    861	  7380.37	      585.69	    23.99	      6.29	          75.57	        1.00
    862	  7388.47	      585.69	    23.99	      6.26	          75.03	        1.00
    863	  7396.57	      585.69	    23.99	      6.23	          74.72	        1.00
    864	  7404.67	      585.69	    23.99	      6.25	          73.83	        1.00
    865	  7412.77	      585.69	    24.00	      6.23	          73.75	        1.00
    866	  7420.87	      585.69	    23.99	      6.29	          75.18	        1.00
    867	  7428.97	      585.69	    23.99	      6.26	          74.45	        1.00
    868	  7437.07	      585.69	    24.00	      6.31	          74.76	        1.00
    869	  7445.17	      585.69	    24.00	      6.25	          75.37	        1.00
    870	  7453.27	      585.69	    24.00	      6.27	          75.07	        1.00
    871	  7461.37	      585.69	    24.00	      6.24	          75.45	        1.00
    872	  7469.47	      585.69	    24.00	      6.23	          76.34	        1.00
    873	  7477.57	      585.69	    24.00	      6.30	          77.00	        1.00
    874	  7485.67	      585.69	    24.00	      6.26	          76.15	        1.00
    875	  7493.77	      585.69	    24.01	      6.27	          75.03	        1.00
    876	  7501.87	      585.69	    24.00	      6.28	          72.75	        1.00
    877	  7509.97	      585.69	    24.00	      6.31	          72.83	        1.00
    878	  7518.07	      585.69	    24.00	      6.23	          74.95	        1.00
    879	  7526.17	      585.69	    24.01	      6.27	          75.18	        1.00
    880	  7534.27	      586.43	    24.01	      6.23	          76.26	        1.00
    881	  7542.37	      586.67	    24.01	      6.23	          75.84	        1.00
    882	  7633.61	      582.03	    24.03	      6.27	          75.68	        1.00
    883	  7641.71	      582.03	    24.03	      6.25	          76.11	        1.00
    884	  7649.81	      580.81	    24.03	      6.26	          75.53	        1.00
    885	  7657.91	      579.83	    24.03	      6.26	          73.68	        1.00
    886	  7666.01	      579.59	    24.03	      6.26	          73.52	        1.00
    887	  7674.11	      579.59	    24.03	      6.31	          74.99	        1.00
    888	  7682.21	      579.59	    24.04	      6.26	          76.92	        1.00
    889	  7690.31	      578.61	    24.04	      6.28	          74.99	        1.00
    890	  7698.41	      578.61	    24.04	      6.24	          74.83	        1.00
    891	  7706.51	      578.61	    24.04	      6.26	          74.06	        1.00
    892	  7714.61	      578.61	    24.05	      6.24	          75.26	        1.00
    893	  7722.71	      578.61	    24.04	      6.28	          74.37	        1.00
    894	  7730.81	      578.61	    24.05	      6.28	          76.57	        1.00
    895	  7738.91	      579.59	    24.05	      6.30	          75.80	        1.00
    896	  7747.01	      579.83	    24.05	      6.24	          74.06	        1.00
    897	  7755.11	      579.83	    24.05	      6.26	          72.56	        1.00
    898	  7763.21	      579.59	    24.06	      6.25	          76.07	        1.00
    899	  7771.31	      580.81	    24.06	      6.24	          76.46	        1.00
    900	  7779.41	      583.01	    24.06	      6.28	          74.60	        1.00
    901	  7787.51	      583.01	    24.06	      6.25	          74.53	        1.00
    902	  7795.61	      583.01	    24.07	      6.26	          74.22	        1.00
    903	  7803.71	      583.01	    24.06	      6.22	          74.91	        1.00
    904	  7811.81	      583.98	    24.06	      6.28	          76.38	        1.00
    905	  7819.91	      583.98	    24.07	      6.22	          75.41	        1.00
    906	  7828.01	      583.98	    24.06	      6.25	          72.17	        1.00
    907	  7850.36	      583.98	    24.07	      6.27	          75.07	        1.00
    908	  7858.46	      583.98	    24.07	      6.25	          72.79	        1.00
    909	  7866.56	      583.98	    24.07	      6.28	          74.87	        1.00
    910	  7874.66	      585.21	    24.07	      6.27	          76.34	        1.00
    911	  7882.76	      585.45	    24.07	      6.26	          74.49	        1.00
