 Number	Time[sec]	Conduct[uS]	TempWater[C]
    700	  5670.00	       1.16	      22.90	
    701	  5678.10	       1.16	      22.90	
    702	  5686.20	       1.16	      22.90	
    703	  5694.30	       1.15	      22.90	
    704	  5702.40	       1.15	      22.90	
    705	  5710.50	       1.14	      22.90	
    706	  5718.60	       1.14	      22.90	
    707	  5726.70	       1.13	      22.90	
    708	  5734.80	       1.13	      22.90	
    709	  5742.90	       1.13	      22.90	
    710	  5751.00	       1.12	      22.90	
    711	  5759.10	       1.12	      22.90	
    712	  5767.20	       1.11	      22.90	
    713	  5775.30	       1.10	      22.90	
    714	  5783.40	       1.10	      22.90	
    715	  5791.50	       1.10	      22.90	
    716	  5799.60	       1.09	      22.90	
    717	  5807.70	       1.09	      22.90	
    718	  5815.80	       1.08	      22.90	
    719	  5823.90	       1.08	      22.90	
    720	  5832.00	       1.08	      22.90	
    721	  5840.10	       1.07	      22.90	
    722	  5848.20	       1.07	      22.90	
    723	  5856.30	       1.06	      22.90	
    724	  5864.40	       1.06	      22.90	
    725	  5872.50	       1.06	      22.90	
    726	  5880.60	       1.05	      22.90	
    727	  5888.70	       1.05	      22.90	
    728	  5896.80	       1.04	      22.90	
    729	  5904.90	       1.04	      22.90	
    730	  5913.00	       1.04	      22.90	
    731	  5921.10	       1.03	      22.90	
    732	  5929.20	       1.03	      22.90	
    733	  5937.30	       1.03	      22.90	
    734	  5945.40	       1.02	      22.90	
    735	  5953.50	       1.02	      22.90	
    736	  5961.60	       1.01	      22.90	
    737	  5969.70	       1.01	      22.90	
    738	  5977.80	       1.00	      22.90	
    739	  5985.90	       1.00	      22.90	
    740	  5994.00	       1.00	      22.90	
    741	  6002.10	       0.99	      22.90	
    742	  6010.20	       0.99	      22.90	
    743	  6018.30	       1.12	      22.90	
    744	  6026.40	      75.50	      22.90	
    745	  6034.50	     112.80	      22.90	
    746	  6042.60	      98.50	      22.90	
    747	  6050.70	     199.80	      22.90	
    748	  6058.80	     114.80	      22.90	
    749	  6066.90	     150.70	      22.90	
    750	  6075.00	     190.10	      22.90	
    751	  6083.10	     139.50	      22.90	
    752	  6091.20	     168.10	      22.90	
    753	  6099.29	     149.20	      22.90	
    754	  6107.40	     154.30	      22.90	
    755	  6115.50	     169.20	      22.90	
    756	  6123.60	     154.50	      22.90	
    757	  6131.70	     161.90	      22.90	
    758	  6139.79	     166.90	      22.90	
    759	  6147.90	     159.60	      22.90	
    760	  6156.00	     164.00	      22.90	
    761	  6164.10	     160.60	      22.90	
    762	  6172.20	     161.90	      22.90	
    763	  6180.29	     163.90	      22.90	
    764	  6188.40	     161.70	      22.90	
    765	  6196.50	     167.30	      22.90	
    766	  6204.60	     443.00	      22.90	
    767	  6212.69	     213.00	      22.90	
    768	  6220.79	     263.00	      22.90	
    769	  6228.90	     185.50	      22.90	
    770	  6237.00	     228.00	      22.90	
    771	  6245.10	     257.00	      22.90	
    772	  6253.19	     213.00	      23.00	
    773	  6261.29	     240.00	      22.90	
    774	  6269.40	     214.00	      22.90	
    775	  6277.50	     227.00	      22.90	
    776	  6285.60	     238.00	      23.00	
    777	  6293.69	     223.00	      23.00	
    778	  6301.79	     232.00	      23.00	
    779	  6309.90	     234.00	      23.00	
    780	  6318.00	     228.00	      23.00	
    781	  6326.09	     232.00	      23.00	
    782	  6334.19	     289.00	      23.00	
    783	  6342.29	     263.00	      23.00	
    784	  6350.40	     249.00	      23.00	
    785	  6358.50	     326.00	      23.00	
    786	  6366.59	     263.00	      23.00	
    787	  6374.69	     276.00	      23.00	
    788	  6382.79	     295.00	      23.00	
    789	  6390.90	     275.00	      23.00	
    790	  6398.99	     305.00	      23.00	
    791	  6407.09	     286.00	      23.00	
    792	  6415.19	     286.00	      23.00	
    793	  6423.29	     295.00	      23.00	
    794	  6431.40	     288.00	      23.00	
    795	  6439.49	     292.00	      23.00	
    796	  6447.59	     292.00	      23.00	
    797	  6455.69	     291.00	      23.00	
    798	  6463.79	     295.00	      23.00	
    799	  6471.90	     330.00	      23.00	
    800	  6479.99	     394.00	      23.00	
    801	  6488.09	     310.00	      23.00	
    802	  6496.19	     356.00	      23.00	
    803	  6504.29	     326.00	      23.00	
    804	  6512.39	     338.00	      23.00	
    805	  6520.49	     367.00	      23.00	
    806	  6528.59	     338.00	      23.00	
    807	  6536.69	     354.00	      23.00	
    808	  6544.79	     366.00	      23.00	
    809	  6552.89	     347.00	      23.00	
    810	  6560.99	     358.00	      23.00	
    811	  6569.09	     350.00	      23.00	
    812	  6577.19	     354.00	      23.00	
    813	  6585.29	     359.00	      23.00	
    814	  6593.39	     353.00	      23.00	
    815	  6601.49	     356.00	      23.00	
    816	  6609.59	     358.00	      23.00	
    817	  6617.69	     355.00	      23.00	
    818	  6625.79	     357.00	      23.00	
    819	  6633.89	     355.00	      23.00	
    820	  6641.99	     356.00	      23.00	
    821	  6650.09	     357.00	      23.00	
    822	  6658.19	     356.00	      23.00	
    823	  6666.29	     356.00	      23.00	
    824	  6674.39	     356.00	      23.00	
    825	  6682.49	     356.00	      23.00	
    826	  6690.59	     356.00	      23.00	
    827	  6698.69	     356.00	      23.00	
    828	  6706.79	     356.00	      23.00	
    829	  6714.89	     356.00	      23.00	
    830	  6722.99	     356.00	      23.00	
    831	  6731.09	     356.00	      23.00	
    832	  6739.19	     356.00	      23.00	
    833	  6747.29	     356.00	      23.00	
    834	  6755.39	     356.00	      23.00	
    835	  6763.49	     356.00	      23.00	
    836	  6771.59	     356.00	      23.00	
    837	  6779.69	     356.00	      23.00	
    838	  6787.79	     356.00	      23.00	
    839	  6795.89	     356.00	      23.00	
    840	  6803.99	     356.00	      23.00	
    841	  6812.09	     356.00	      23.00	
    842	  6820.19	     356.00	      23.00	
    843	  6828.29	     356.00	      23.00	
    844	  6836.39	     356.00	      23.00	
    845	  6844.49	     356.00	      23.00	
    846	  6852.59	     356.00	      23.00	
    847	  6860.69	     356.00	      23.00	
    848	  6868.79	     356.00	      23.00	
    849	  6876.89	     356.00	      23.00	
    850	  6884.99	     356.00	      23.00	
    851	  6893.09	     356.00	      23.00	
    852	  6901.19	     356.00	      23.00	
    853	  6909.29	     356.00	      23.00	
    854	  6917.39	     356.00	      23.00	
    855	  6925.49	     356.00	      23.00	
    856	  6933.59	     356.00	      23.00	
    857	  6941.69	     356.00	      23.00	
    858	  6949.79	     356.00	      23.00	
    859	  6957.89	     356.00	      23.00	
    860	  6965.99	     356.00	      23.00	
    861	  6974.09	     356.00	      23.00	
    862	  6982.19	     133.00	      23.00	
    863	  6990.29	     248.00	      23.00	
    864	  6998.39	     243.00	      23.00	
    865	  7006.49	     132.20	      23.00	
    866	  7014.59	     137.60	      23.00	
    867	  7022.69	     142.50	      23.10	
    868	  7030.79	     124.70	      23.10	
    869	  7038.89	     179.00	      23.00	
    870	  7046.99	     117.80	      23.10	
    871	  7055.09	     113.50	      23.10	
    872	  7063.19	     143.90	      23.10	
    873	  7071.29	     119.50	      23.10	
    874	  7079.39	     131.40	      23.10	
    875	  7087.49	     132.60	      23.10	
    876	  7095.59	     128.70	      23.10	
    877	  7103.69	     140.60	      23.10	
    878	  7111.79	     132.50	      23.10	
    879	  7119.89	     134.90	      23.10	
    880	  7127.99	     136.70	      23.10	
    881	  7136.09	     134.60	      23.10	
    882	  7144.19	     138.60	      23.10	
    883	  7152.29	     135.90	      23.10	
    884	  7160.39	     136.60	      23.10	
    885	  7168.49	     137.00	      23.10	
    886	  7176.59	     136.50	      23.10	
    887	  7184.69	     137.40	      23.10	
    888	  7192.79	     136.90	      23.10	
    889	  7200.89	     137.10	      23.10	
    890	  7208.99	     137.20	      23.10	
    891	  7217.09	     147.20	      23.10	
    892	  7225.19	     147.50	      23.10	
    893	  7233.29	     116.10	      23.10	
    894	  7241.39	     145.30	      23.10	
    895	  7249.49	     112.90	      23.10	
    896	  7257.59	     131.80	      23.10	
    897	  7265.69	     126.70	      23.10	
    898	  7273.79	     120.00	      23.10	
    899	  7281.89	     128.00	      23.10	
    900	  7289.99	     118.00	      23.10	
    901	  7298.09	     124.30	      23.10	
    902	  7306.19	     121.40	      23.10	
    903	  7314.29	     119.80	      23.10	
    904	  7322.39	     121.70	      23.10	
    905	  7330.49	     117.70	      23.10	
    906	  7338.59	     120.60	      23.10	
    907	  7346.69	     119.10	      23.10	
    908	  7354.79	     117.40	      23.10	
    909	  7362.89	     119.60	      23.10	
    910	  7370.99	     118.20	      23.10	
    911	  7379.09	     119.40	      23.10	
    912	  7387.19	     118.70	      23.10	
    913	  7395.29	     118.10	      23.10	
    914	  7403.39	     118.90	      23.10	
    915	  7411.49	     118.40	      23.10	
    916	  7419.59	     118.40	      23.10	
    917	  7427.69	     118.60	      23.10	
    918	  7435.79	     118.40	      23.10	
    919	  7443.89	     118.60	      23.10	
    920	  7451.99	     118.50	      23.10	
    921	  7460.09	     134.20	      23.10	
    922	  7468.19	     120.20	      23.10	
    923	  7476.29	     143.50	      23.10	
    924	  7484.39	     173.20	      23.10	
    925	  7492.49	     136.90	      23.10	
    926	  7500.59	     160.40	      23.10	
    927	  7508.69	     135.10	      23.10	
    928	  7516.79	     153.00	      23.10	
    929	  7524.89	     155.30	      23.10	
    930	  7532.99	     148.00	      23.10	
    931	  7541.09	     153.90	      23.10	
    932	  7549.19	     145.70	      23.10	
    933	  7557.29	     151.70	      23.10	
    934	  7565.39	     149.00	      23.10	
    935	  7573.49	     149.80	      23.10	
    936	  7581.59	     149.60	      23.10	
    937	  7589.69	     146.70	      23.10	
    938	  7597.79	     149.60	      23.10	
    939	  7605.89	     147.70	      23.10	
    940	  7613.99	     149.20	      23.10	
    941	  7622.09	     148.20	      23.10	
    942	  7630.19	     147.70	      23.10	
    943	  7638.29	     148.40	      23.10	
    944	  7646.39	     147.80	      23.10	
    945	  7654.49	     148.20	      23.10	
    946	  7662.59	     148.00	      23.10	
    947	  7670.69	     153.60	      23.10	
    948	  7678.79	     165.90	      23.10	
    949	  7686.89	     211.00	      23.10	
    950	  7694.99	     154.60	      23.10	
    951	  7703.09	     207.00	      23.10	
    952	  7711.19	     164.80	      23.10	
    953	  7719.29	     198.60	      23.10	
    954	  7727.39	     174.60	      23.10	
    955	  7735.49	     171.40	      23.10	
    956	  7743.59	     180.80	      23.10	
    957	  7751.69	     172.70	      23.10	
    958	  7759.79	     183.60	      23.10	
    959	  7767.89	     174.70	      23.10	
    960	  7775.99	     181.80	      23.10	
    961	  7784.09	     176.50	      23.10	
    962	  7792.19	     226.00	      23.10	
    963	  7800.29	     185.50	      23.10	
    964	  7808.39	     266.00	      23.10	
    965	  7816.49	     200.00	      23.20	
    966	  7824.59	     200.00	      23.10	
    967	  7832.69	     216.00	      23.20	
    968	  7840.79	     201.00	      23.20	
    969	  7848.89	     220.00	      23.20	
    970	  7856.99	     204.00	      23.20	
    971	  7865.09	     221.00	      23.20	
    972	  7873.19	     208.00	      23.20	
    973	  7881.29	     218.00	      23.20	
    974	  7889.39	     221.00	      23.20	
    975	  7897.49	     217.00	      23.20	
    976	  7905.59	     220.00	      23.20	
    977	  7913.69	     216.00	      23.20	
    978	  7921.79	     268.00	      23.20	
    979	  7929.89	     269.00	      23.20	
    980	  7937.99	     268.00	      23.20	
    981	  7946.09	     276.00	      23.20	
    982	  7954.19	     260.00	      23.20	
    983	  7962.29	     269.00	      23.20	
    984	  7970.39	     237.00	      23.20	
    985	  7978.49	     266.00	      23.20	
    986	  7986.59	     243.00	      23.20	
    987	  7994.69	     254.00	      23.20	
    988	  8002.79	     247.00	      23.20	
    989	  8010.89	     253.00	      23.20	
    990	  8018.99	     249.00	      23.20	
    991	  8027.09	     253.00	      23.20	
    992	  8035.19	     257.00	      23.20	
    993	  8043.29	     253.00	      23.20	
    994	  8051.39	     256.00	      23.20	
    995	  8059.49	     253.00	      23.20	
    996	  8067.59	     260.00	      23.20	
    997	  8075.69	     258.00	      23.20	
    998	  8083.79	     264.00	      23.20	
    999	  8091.89	     266.00	      23.20	
   1000	  8099.99	     305.00	      23.20	
   1001	  8108.09	     270.00	      23.20	
   1002	  8116.19	     299.00	      23.20	
   1003	  8124.29	     274.00	      23.20	
   1004	  8132.39	     294.00	      23.20	
   1005	  8140.49	     286.00	      23.20	
   1006	  8148.59	     292.00	      23.20	
   1007	  8156.69	     286.00	      23.20	
   1008	  8164.79	     281.00	      23.20	
   1009	  8172.89	     286.00	      23.20	
   1010	  8180.99	     283.00	      23.20	
   1011	  8189.09	     286.00	      23.20	
   1012	  8197.19	     283.00	      23.20	
   1013	  8205.29	     331.00	      23.20	
   1014	  8213.39	     290.00	      23.20	
   1015	  8221.49	     315.00	      23.20	
   1016	  8229.59	     339.00	      23.20	
   1017	  8237.69	     318.00	      23.20	
   1018	  8245.79	     332.00	      23.20	
   1019	  8253.89	     321.00	      23.20	
   1020	  8261.99	     328.00	      23.20	
   1021	  8270.09	     309.00	      23.20	
   1022	  8278.19	     324.00	      23.20	
   1023	  8286.29	     312.00	      23.20	
   1024	  8294.39	     322.00	      23.20	
   1025	  8302.49	     314.00	      23.20	
   1026	  8310.59	     320.00	      23.20	
   1027	  8318.69	     316.00	      23.20	
   1028	  8326.79	     320.00	      23.20	
   1029	  8334.89	     319.00	      23.20	
   1030	  8342.99	     319.00	      23.20	
   1031	  8351.09	     502.00	      23.20	
   1032	  8359.19	     337.00	      23.20	
   1033	  8367.29	     382.00	      23.20	
   1034	  8375.39	     353.00	      23.20	
   1035	  8383.49	     376.00	      23.20	
   1036	  8391.59	     351.00	      23.20	
   1037	  8399.69	     347.00	      23.20	
   1038	  8407.79	     351.00	      23.20	
   1039	  8415.89	     352.00	      23.20	
   1040	  8423.99	     351.00	      23.20	
   1041	  8432.09	     354.00	      23.20	
   1042	  8440.19	     362.00	      23.20	
   1043	  8448.29	     356.00	      23.20	
   1044	  8456.39	     360.00	      23.20	
   1045	  8464.49	     353.00	      23.20	
   1046	  8472.59	     358.00	      23.20	
   1047	  8480.69	     354.00	      23.20	
   1048	  8488.79	     357.00	      23.20	
   1049	  8496.89	     355.00	      23.20	
   1050	  8504.99	     357.00	      23.20	
   1051	  8513.09	     355.00	      23.20	
   1052	  8521.19	     357.00	      23.20	
   1053	  8529.29	     356.00	      23.20	
   1054	  8537.39	     357.00	      23.20	
   1055	  8545.49	     356.00	      23.20	
   1056	  8553.59	     357.00	      23.20	
   1057	  8561.69	     356.00	      23.20	
   1058	  8569.79	     356.00	      23.20	
   1059	  8577.89	     356.00	      23.20	
   1060	  8585.99	     356.00	      23.20	
   1061	  8594.09	     356.00	      23.20	
   1062	  8602.19	     356.00	      23.20	
   1063	  8610.29	     356.00	      23.20	
   1064	  8618.39	     356.00	      23.20	
   1065	  8626.49	     356.00	      23.20	
   1066	  8634.59	     356.00	      23.20	
   1067	  8642.69	     356.00	      23.20	
   1068	  8650.79	     356.00	      23.20	
   1069	  8658.89	     356.00	      23.20	
   1070	  8666.99	     356.00	      23.20	
   1071	  8675.09	     356.00	      23.20	
   1072	  8683.19	     356.00	      23.20	
   1073	  8691.29	     356.00	      23.20	
   1074	  8699.39	     356.00	      23.20	
   1075	  8707.49	     356.00	      23.20	
   1076	  8715.59	     356.00	      23.20	
   1077	  8723.69	     356.00	      23.20	
   1078	  8731.79	     356.00	      23.20	
   1079	  8739.89	     356.00	      23.30	
   1080	  8747.99	     356.00	      23.20	
   1081	  8756.09	     356.00	      23.30	
   1082	  8764.19	     356.00	      23.30	
   1083	  8772.29	     356.00	      23.30	
   1084	  8780.39	     356.00	      23.30	
   1085	  8788.49	     356.00	      23.30	
   1086	  8796.59	     356.00	      23.30	
   1087	  8804.69	     356.00	      23.30	
   1088	  8812.79	     356.00	      23.30	
   1089	  8820.89	     356.00	      23.30	
   1090	  8828.99	     356.00	      23.30	
   1091	  8837.09	     356.00	      23.30	
