 #specbin	  lambda [nm]	  lampspec	  darkspec	  acidspec	  alkaspec	  absorbacid	  absorbalka
257.000000 	435.540009 	444.871704 	97.461113 	275.113892 	401.371185 	0.480601 	0.102899 	
258.000000 	435.910004 	477.647308 	97.222221 	295.267456 	430.852264 	0.480991 	0.103107 	
259.000000 	436.279999 	486.836731 	97.400002 	300.677704 	438.641144 	0.481890 	0.104247 	
260.000000 	436.649994 	519.848877 	97.297218 	320.759308 	468.334534 	0.482847 	0.104355 	
261.000000 	437.019989 	555.758789 	97.176392 	342.542633 	500.226196 	0.483938 	0.105274 	
262.000000 	437.390015 	552.879883 	97.351387 	341.475250 	498.143402 	0.481865 	0.104253 	
263.000000 	437.760010 	596.579712 	97.275002 	367.926636 	537.084900 	0.483329 	0.105057 	
264.000000 	438.130005 	597.240479 	97.511108 	368.691071 	537.397217 	0.482360 	0.105582 	
265.000000 	438.500000 	638.836365 	97.522224 	393.554413 	574.502747 	0.484429 	0.106143 	
266.000000 	438.869995 	660.943115 	97.476387 	407.345886 	594.626709 	0.484005 	0.105734 	
267.000000 	439.239990 	666.823364 	97.555557 	411.427063 	599.876221 	0.482893 	0.105802 	
268.000000 	439.609985 	696.893555 	97.311111 	429.691589 	626.572754 	0.483565 	0.106368 	
269.000000 	439.980011 	725.606873 	97.323608 	447.817688 	652.150330 	0.482622 	0.106733 	
270.000000 	440.350006 	791.300171 	97.701385 	487.563812 	711.242371 	0.484256 	0.106664 	
271.000000 	440.720001 	785.056885 	97.548615 	484.554657 	705.500366 	0.482526 	0.106849 	
272.000000 	441.089996 	804.878479 	97.340279 	497.348846 	723.074829 	0.481400 	0.107179 	
273.000000 	441.459991 	830.881409 	97.238892 	513.491028 	746.778320 	0.481255 	0.106719 	
274.000000 	441.829987 	866.015076 	97.045837 	535.122620 	778.167175 	0.481406 	0.106961 	
275.000000 	442.200012 	894.559204 	96.973610 	553.325317 	803.255554 	0.480385 	0.107658 	
276.000000 	442.570007 	933.759216 	96.986115 	578.197571 	838.193054 	0.479303 	0.107970 	
277.000000 	442.940002 	969.699036 	97.161110 	601.184570 	871.265991 	0.478084 	0.107038 	
278.000000 	443.309998 	1009.195862 	97.266670 	626.061584 	906.553101 	0.477460 	0.107260 	
279.000000 	443.679993 	1032.557007 	97.637505 	641.600525 	928.456238 	0.475828 	0.106270 	
280.000000 	444.049988 	1061.000854 	97.556946 	659.943604 	953.512329 	0.474813 	0.106816 	
281.000000 	444.410004 	1104.958252 	97.147224 	688.058228 	993.194946 	0.473689 	0.106636 	
282.000000 	444.779999 	1146.080933 	97.254166 	714.415955 	1030.004639 	0.472638 	0.106785 	
283.000000 	445.149994 	1127.163940 	97.793053 	704.185730 	1012.598083 	0.470418 	0.107185 	
284.000000 	445.519989 	1166.586060 	97.706947 	728.971863 	1047.630615 	0.470201 	0.107551 	
285.000000 	445.890015 	1226.389771 	98.380554 	768.046082 	1101.904297 	0.467980 	0.107035 	
286.000000 	446.260010 	1266.554565 	97.693054 	793.484131 	1137.903320 	0.467622 	0.107113 	
287.000000 	446.630005 	1288.631348 	97.144447 	809.233826 	1157.090454 	0.465248 	0.107672 	
288.000000 	447.000000 	1330.669800 	98.733330 	837.183533 	1195.297974 	0.463394 	0.107287 	
289.000000 	447.369995 	1367.081665 	98.059723 	860.888123 	1227.813721 	0.462469 	0.107443 	
290.000000 	447.739990 	1377.794922 	97.277779 	869.786377 	1238.138916 	0.459992 	0.106875 	
291.000000 	448.109985 	1426.760742 	97.286110 	902.175842 	1282.512329 	0.458353 	0.106586 	
292.000000 	448.470001 	1471.707764 	98.550003 	933.888062 	1322.941650 	0.454823 	0.106566 	
293.000000 	448.839996 	1466.640747 	98.144447 	931.228943 	1318.337891 	0.454225 	0.106603 	
294.000000 	449.209991 	1542.145264 	98.568054 	981.868896 	1386.173096 	0.451472 	0.106628 	
295.000000 	449.579987 	1567.135010 	98.255554 	999.954224 	1408.655396 	0.449295 	0.106613 	
296.000000 	449.950012 	1591.281494 	97.583336 	1017.270447 	1430.101563 	0.447417 	0.106794 	
297.000000 	450.320007 	1623.169312 	97.373611 	1039.419922 	1458.810791 	0.445718 	0.106759 	
298.000000 	450.690002 	1619.408691 	97.806946 	1038.968018 	1455.268555 	0.443833 	0.106871 	
299.000000 	451.059998 	1691.769653 	97.788887 	1089.215942 	1520.978271 	0.440317 	0.106421 	
300.000000 	451.420013 	1723.149658 	97.159721 	1111.895752 	1549.120483 	0.438087 	0.106466 	
301.000000 	451.790009 	1744.350830 	97.144440 	1128.555054 	1568.083618 	0.435444 	0.106528 	
302.000000 	452.160004 	1761.711426 	97.184723 	1142.465332 	1583.921021 	0.433097 	0.106382 	
303.000000 	452.529999 	1806.015991 	97.027779 	1174.092896 	1623.354980 	0.430627 	0.106628 	
304.000000 	452.899994 	1830.207520 	96.916664 	1192.334473 	1644.818726 	0.428516 	0.106799 	
305.000000 	453.269989 	1867.568481 	96.816666 	1220.628418 	1679.266113 	0.425272 	0.106280 	
306.000000 	453.630005 	1904.879395 	96.884720 	1248.127808 	1712.464722 	0.422774 	0.106485 	
307.000000 	454.000000 	1906.009033 	97.122223 	1251.201172 	1712.954834 	0.420907 	0.106791 	
308.000000 	454.369995 	1955.752686 	97.059723 	1288.008789 	1758.057007 	0.417677 	0.106566 	
309.000000 	454.739990 	1956.521362 	96.933334 	1291.239990 	1758.594849 	0.415565 	0.106653 	
310.000000 	455.109985 	1971.761597 	97.111115 	1304.737793 	1771.609741 	0.412925 	0.107039 	
311.000000 	455.480011 	2041.544312 	97.073616 	1354.658447 	1834.278931 	0.410157 	0.107055 	
312.000000 	455.839996 	2064.267090 	97.193054 	1374.185791 	1855.376709 	0.406914 	0.106688 	
313.000000 	456.209991 	2080.262451 	97.023613 	1388.681885 	1869.588379 	0.404139 	0.106776 	
314.000000 	456.579987 	2050.883057 	97.077774 	1371.253174 	1842.374268 	0.402545 	0.107215 	
315.000000 	456.950012 	2165.630615 	97.031944 	1454.175659 	1945.874878 	0.398272 	0.107000 	
316.000000 	457.320007 	2140.473389 	97.368057 	1439.508057 	1922.852295 	0.396726 	0.107217 	
317.000000 	457.679993 	2132.389404 	97.402779 	1437.768921 	1915.658203 	0.394151 	0.107182 	
318.000000 	458.049988 	2194.397949 	97.345833 	1484.385132 	1970.995850 	0.390907 	0.107369 	
319.000000 	458.420013 	2207.696777 	98.943054 	1498.356934 	1983.146606 	0.387581 	0.107265 	
320.000000 	458.790009 	2206.057617 	98.255554 	1499.621582 	1981.185059 	0.385994 	0.107512 	
321.000000 	459.160004 	2272.850586 	97.504166 	1549.277832 	2040.692749 	0.383246 	0.107746 	
322.000000 	459.519989 	2255.768066 	97.056946 	1541.033325 	2024.483643 	0.381037 	0.108176 	
323.000000 	459.890015 	2343.090332 	97.079163 	1606.574585 	2102.626465 	0.377366 	0.108284 	
324.000000 	460.260010 	2328.487061 	98.002777 	1601.265137 	2090.163330 	0.374425 	0.107976 	
325.000000 	460.630005 	2351.368408 	97.665276 	1619.929321 	2109.014404 	0.372615 	0.108777 	
326.000000 	460.989990 	2398.863037 	97.529167 	1658.302368 	2151.391602 	0.369200 	0.108880 	
327.000000 	461.359985 	2381.861328 	97.459724 	1650.189697 	2135.335693 	0.366992 	0.109259 	
328.000000 	461.730011 	2408.748291 	97.293053 	1673.380371 	2159.170898 	0.364261 	0.109383 	
329.000000 	462.100006 	2437.748779 	98.483330 	1699.253052 	2184.613037 	0.360886 	0.109636 	
330.000000 	462.459991 	2409.480957 	97.779167 	1681.915894 	2157.706787 	0.359478 	0.110365 	
331.000000 	462.829987 	2466.086426 	97.091667 	1727.500732 	2209.466797 	0.355957 	0.109881 	
332.000000 	463.200012 	2456.781250 	96.887497 	1725.434204 	2200.634277 	0.353373 	0.110106 	
333.000000 	463.570007 	2462.994385 	96.812500 	1733.696777 	2204.802490 	0.351122 	0.110740 	
334.000000 	463.929993 	2519.288818 	96.822220 	1779.723999 	2254.391357 	0.347518 	0.111096 	
335.000000 	464.299988 	2530.977539 	96.695831 	1793.253052 	2264.703125 	0.344574 	0.111162 	
336.000000 	464.670013 	2536.252930 	96.936111 	1801.768188 	2269.191895 	0.341919 	0.111264 	
337.000000 	465.040009 	2576.898682 	96.888885 	1836.056152 	2305.051270 	0.338967 	0.111484 	
338.000000 	465.399994 	2538.945557 	97.070831 	1813.418823 	2270.859375 	0.336535 	0.111590 	
339.000000 	465.769989 	2595.059814 	97.097221 	1859.668579 	2319.760986 	0.333211 	0.112145 	
340.000000 	466.140015 	2568.532227 	97.126389 	1843.601318 	2294.182373 	0.331614 	0.112958 	
341.000000 	466.510010 	2571.725586 	96.873611 	1852.450317 	2297.241455 	0.328068 	0.112868 	
342.000000 	466.869995 	2574.004639 	96.675003 	1859.144531 	2298.798828 	0.325346 	0.113076 	
343.000000 	467.239990 	2643.250732 	96.611115 	1915.276367 	2360.096680 	0.322147 	0.113307 	
344.000000 	467.609985 	2620.022461 	97.091667 	1902.535522 	2337.723877 	0.319995 	0.114005 	
345.000000 	467.970001 	2610.040283 	96.966667 	1900.407837 	2327.585449 	0.317297 	0.114534 	
346.000000 	468.339996 	2670.098877 	96.666664 	1950.072510 	2379.707764 	0.314249 	0.115138 	
347.000000 	468.709991 	2646.367920 	96.943054 	1938.128174 	2358.875244 	0.311465 	0.115003 	
348.000000 	469.070007 	2668.328125 	97.025002 	1959.353271 	2375.960938 	0.308837 	0.116050 	
349.000000 	469.440002 	2673.888672 	96.747223 	1969.108154 	2381.379883 	0.305953 	0.115854 	
350.000000 	469.809998 	2637.223633 	96.845833 	1947.010132 	2346.539063 	0.303432 	0.116785 	
351.000000 	470.170013 	2653.757813 	96.731941 	1964.350098 	2359.629639 	0.300815 	0.117472 	
352.000000 	470.540009 	2721.555176 	96.698608 	2021.129150 	2420.635742 	0.297547 	0.117173 	
353.000000 	470.910004 	2686.599609 	132.184723 	2003.534302 	2379.247559 	0.293363 	0.121492 	
354.000000 	471.269989 	2714.844482 	108.398613 	2024.986694 	2411.243652 	0.293171 	0.118592 	
355.000000 	471.640015 	2660.867432 	100.551392 	1991.519775 	2362.585205 	0.289754 	0.118896 	
356.000000 	472.010010 	2736.970947 	98.880554 	2055.392822 	2429.224609 	0.286385 	0.119280 	
357.000000 	472.369995 	2698.264648 	97.566666 	2030.289307 	2392.394775 	0.284431 	0.120314 	
358.000000 	472.739990 	2650.293945 	96.806946 	2000.161011 	2348.918701 	0.281443 	0.120716 	
359.000000 	473.109985 	2605.975098 	96.613892 	1971.701904 	2308.791748 	0.278910 	0.121083 	
360.000000 	473.470001 	2664.122070 	96.606941 	2021.008789 	2358.283691 	0.276278 	0.121941 	
361.000000 	473.839996 	2651.055908 	96.584724 	2016.276611 	2345.577881 	0.273705 	0.122426 	
362.000000 	474.209991 	2587.329590 	96.536110 	1972.791626 	2287.210693 	0.271177 	0.123293 	
363.000000 	474.570007 	2675.474121 	96.936111 	2045.756226 	2363.108154 	0.268359 	0.124149 	
364.000000 	474.940002 	2631.456055 	97.068054 	2017.139526 	2322.889160 	0.265857 	0.124726 	
365.000000 	475.299988 	2606.781250 	99.925003 	2003.385254 	2299.490723 	0.263278 	0.125429 	
366.000000 	475.670013 	2601.829590 	98.586113 	2004.037720 	2294.394531 	0.261051 	0.125746 	
367.000000 	476.040009 	2570.640381 	97.234726 	1984.701172 	2264.172607 	0.258687 	0.126945 	
368.000000 	476.399994 	2548.895996 	96.818054 	1972.405273 	2242.654785 	0.256407 	0.128000 	
369.000000 	476.769989 	2516.116211 	96.855553 	1953.061890 	2213.681396 	0.253318 	0.128060 	
370.000000 	477.140015 	2538.304443 	97.111107 	1975.959595 	2230.688477 	0.250442 	0.129186 	
371.000000 	477.500000 	2517.877441 	96.987503 	1964.079346 	2210.873047 	0.248393 	0.130029 	
372.000000 	477.869995 	2476.860352 	96.956947 	1937.577271 	2174.417480 	0.245553 	0.130231 	
373.000000 	478.230011 	2453.563232 	96.849998 	1923.798340 	2151.075439 	0.243239 	0.131573 	
374.000000 	478.600006 	2422.769775 	96.808334 	1905.274780 	2123.597900 	0.240285 	0.131800 	
375.000000 	478.970001 	2408.549805 	96.605553 	1898.885742 	2108.619873 	0.237757 	0.132991 	
376.000000 	479.329987 	2370.330078 	96.552780 	1873.021729 	2073.791016 	0.235476 	0.133651 	
377.000000 	479.700012 	2363.869141 	96.740280 	1871.704834 	2065.375488 	0.233450 	0.134988 	
378.000000 	480.059998 	2327.454590 	96.893059 	1847.861328 	2031.887207 	0.230746 	0.135810 	
379.000000 	480.429993 	2305.962891 	96.902779 	1835.370605 	2011.129028 	0.228252 	0.136802 	
380.000000 	480.790009 	2265.880371 	97.025002 	1807.442871 	1974.151123 	0.226050 	0.137825 	
381.000000 	481.160004 	2247.260010 	96.805557 	1796.862915 	1955.687622 	0.223669 	0.138970 	
382.000000 	481.529999 	2230.263428 	96.883331 	1787.644897 	1939.060913 	0.221221 	0.139916 	
383.000000 	481.890015 	2181.997803 	96.676392 	1752.718140 	1895.454346 	0.219073 	0.140782 	
384.000000 	482.260010 	2143.601563 	96.556946 	1725.390869 	1859.645630 	0.217034 	0.142102 	
385.000000 	482.619995 	2128.711914 	96.545830 	1717.784546 	1845.343750 	0.214482 	0.142851 	
386.000000 	482.989990 	2107.932129 	96.551392 	1705.785522 	1825.768433 	0.211682 	0.143707 	
387.000000 	483.350006 	2074.148926 	96.697220 	1682.389771 	1794.736084 	0.209336 	0.144693 	
388.000000 	483.720001 	2060.190186 	96.609718 	1673.901733 	1779.980957 	0.207641 	0.146196 	
389.000000 	484.079987 	2015.359131 	96.711113 	1641.630127 	1739.884155 	0.205107 	0.146979 	
390.000000 	484.450012 	1989.805176 	97.154167 	1623.428467 	1715.138062 	0.203496 	0.148543 	
391.000000 	484.809998 	1956.140381 	97.129166 	1599.154541 	1683.586426 	0.201499 	0.150047 	
392.000000 	485.179993 	1936.582764 	99.243057 	1587.276001 	1665.250732 	0.198905 	0.150949 	
393.000000 	485.549988 	1917.515137 	98.420830 	1574.182373 	1645.973389 	0.197294 	0.152698 	
394.000000 	485.910004 	1874.017334 	97.219444 	1541.729980 	1606.753418 	0.195179 	0.153869 	
395.000000 	486.279999 	1864.147827 	96.938889 	1537.680176 	1596.250732 	0.192529 	0.155146 	
396.000000 	486.640015 	1840.159058 	96.929169 	1521.593140 	1574.798950 	0.190094 	0.155725 	
397.000000 	487.010010 	1789.254272 	96.952774 	1481.158081 	1528.104004 	0.188975 	0.157772 	
398.000000 	487.369995 	1785.418335 	96.690277 	1481.720581 	1522.642578 	0.186449 	0.159205 	
399.000000 	487.739990 	1744.456909 	96.698608 	1449.926880 	1485.404053 	0.184930 	0.160757 	
400.000000 	488.100006 	1729.759277 	96.818054 	1442.175415 	1471.560547 	0.181829 	0.161659 	
401.000000 	488.470001 	1696.571899 	96.894447 	1417.496338 	1442.255005 	0.179718 	0.162402 	
402.000000 	488.829987 	1680.630859 	96.997223 	1406.871216 	1426.361084 	0.177801 	0.164043 	
403.000000 	489.200012 	1655.757690 	96.780556 	1388.198730 	1402.332520 	0.176252 	0.166122 	
404.000000 	489.559998 	1627.125000 	96.587502 	1365.959229 	1376.059937 	0.174958 	0.167590 	
405.000000 	489.920013 	1600.706299 	96.531944 	1347.269165 	1351.981567 	0.172365 	0.168873 	
406.000000 	490.290009 	1590.136475 	96.536110 	1341.281250 	1340.919067 	0.170195 	0.170465 	
407.000000 	490.649994 	1555.466797 	96.715279 	1314.521118 	1309.761230 	0.168303 	0.171931 	
408.000000 	491.019989 	1537.526855 	96.602776 	1301.156494 	1292.236816 	0.166922 	0.173801 	
409.000000 	491.380005 	1513.782471 	96.572220 	1284.418579 	1271.378784 	0.164305 	0.174510 	
410.000000 	491.750000 	1501.178345 	96.958336 	1276.327515 	1258.630249 	0.162264 	0.176227 	
411.000000 	492.109985 	1476.979980 	96.965279 	1258.333130 	1236.212891 	0.160212 	0.177947 	
412.000000 	492.480011 	1454.480591 	96.806946 	1241.463745 	1215.536743 	0.158358 	0.179463 	
413.000000 	492.839996 	1430.409058 	96.597221 	1222.763062 	1193.535034 	0.156847 	0.181041 	
414.000000 	493.209991 	1427.647339 	96.659721 	1223.509277 	1190.062622 	0.154305 	0.182022 	
415.000000 	493.570007 	1399.700928 	97.538887 	1201.118774 	1164.059570 	0.153005 	0.184345 	
416.000000 	493.929993 	1384.339966 	97.138885 	1190.864868 	1150.178833 	0.150544 	0.185306 	
417.000000 	494.299988 	1367.728271 	96.826385 	1178.503540 	1133.941895 	0.148906 	0.187451 	
418.000000 	494.660004 	1346.440063 	96.551392 	1162.922485 	1114.652832 	0.146528 	0.188921 	
419.000000 	495.029999 	1328.901001 	96.445831 	1149.188354 	1097.692749 	0.145297 	0.191142 	
420.000000 	495.390015 	1318.037964 	96.547226 	1141.425049 	1087.110596 	0.143867 	0.192621 	
421.000000 	495.760010 	1298.617920 	96.437500 	1126.800049 	1069.392700 	0.141919 	0.194210 	
422.000000 	496.119995 	1288.569214 	96.447220 	1120.075073 	1059.267334 	0.140137 	0.195955 	
423.000000 	496.480011 	1273.646362 	98.070831 	1109.437866 	1045.696411 	0.138031 	0.197201 	
424.000000 	496.850006 	1254.352905 	97.466667 	1093.676758 	1027.733887 	0.137074 	0.199264 	
425.000000 	497.209991 	1241.197998 	96.740280 	1084.795044 	1016.141968 	0.134686 	0.200064 	
426.000000 	497.579987 	1225.402832 	96.429169 	1072.140991 	1000.651062 	0.133612 	0.202619 	
427.000000 	497.940002 	1214.260986 	96.324997 	1064.783691 	989.848938 	0.131364 	0.204339 	
428.000000 	498.299988 	1199.432617 	96.323608 	1053.700806 	976.134705 	0.129540 	0.206003 	
429.000000 	498.670013 	1186.825562 	96.791664 	1044.548584 	963.963013 	0.127697 	0.207984 	
430.000000 	499.029999 	1184.245483 	96.888885 	1043.302368 	959.929871 	0.126715 	0.210001 	
431.000000 	499.399994 	1163.955444 	97.093056 	1027.407471 	941.970520 	0.124785 	0.211606 	
432.000000 	499.760010 	1157.417236 	96.687500 	1023.011414 	934.597900 	0.123441 	0.213830 	
433.000000 	500.119995 	1145.323730 	96.615280 	1013.273865 	923.277954 	0.122501 	0.215512 	
434.000000 	500.489990 	1134.836792 	96.431946 	1006.295776 	913.407654 	0.120213 	0.217062 	
435.000000 	500.850006 	1132.873047 	96.509720 	1005.429443 	909.792908 	0.119342 	0.219295 	
436.000000 	501.209991 	1127.457153 	98.088890 	1002.525208 	904.151184 	0.117443 	0.220723 	
437.000000 	501.579987 	1113.518677 	98.555557 	991.268921 	890.859558 	0.116294 	0.223094 	
438.000000 	501.940002 	1104.245361 	97.694443 	984.669128 	881.921204 	0.114612 	0.224815 	
439.000000 	502.309998 	1103.126709 	96.844444 	985.592529 	878.916504 	0.112661 	0.227214 	
440.000000 	502.670013 	1093.506104 	96.973610 	978.297058 	869.880554 	0.111331 	0.228788 	
441.000000 	503.029999 	1091.340332 	96.947220 	977.452271 	865.953308 	0.110212 	0.231331 	
442.000000 	503.399994 	1071.396729 	96.948608 	960.786682 	848.691467 	0.108966 	0.233023 	
443.000000 	503.760010 	1084.024170 	96.800003 	973.199463 	856.641663 	0.107846 	0.235415 	
444.000000 	504.119995 	1074.725464 	96.509720 	966.096252 	846.999146 	0.106557 	0.238121 	
445.000000 	504.489990 	1069.334717 	96.302780 	962.896118 	841.357666 	0.104846 	0.239775 	
446.000000 	504.850006 	1067.663330 	96.556946 	962.325134 	838.295654 	0.103875 	0.241857 	
447.000000 	505.209991 	1058.239868 	96.781944 	955.048462 	829.076355 	0.102600 	0.244050 	
448.000000 	505.579987 	1057.320557 	96.420830 	955.763977 	826.119812 	0.100982 	0.246754 	
449.000000 	505.940002 	1056.393188 	96.245834 	956.038391 	823.918762 	0.099818 	0.248544 	
450.000000 	506.299988 	1048.131592 	96.277779 	949.231445 	815.695679 	0.099112 	0.250723 	
451.000000 	506.660004 	1051.158203 	96.472221 	953.991394 	816.302795 	0.096993 	0.252862 	
452.000000 	507.029999 	1043.881104 	96.530556 	948.004211 	808.569946 	0.096342 	0.255434 	
453.000000 	507.390015 	1044.488770 	96.609718 	950.035400 	807.453796 	0.094784 	0.257397 	
454.000000 	507.750000 	1045.464722 	96.398613 	952.160095 	806.452454 	0.093483 	0.259572 	
455.000000 	508.119995 	1042.310791 	96.548615 	950.990540 	802.528442 	0.091691 	0.261428 	
456.000000 	508.480011 	1046.778931 	96.462502 	954.597290 	803.150024 	0.092184 	0.264932 	
457.000000 	508.839996 	1037.456055 	96.598610 	947.511719 	794.702942 	0.090687 	0.266558 	
458.000000 	509.200012 	1039.088379 	96.406944 	949.763184 	793.833679 	0.089887 	0.269225 	
459.000000 	509.570007 	1038.858765 	96.251389 	951.072021 	792.056946 	0.088288 	0.271245 	
460.000000 	509.929993 	1041.933838 	96.370834 	954.624817 	792.504150 	0.087515 	0.273636 	
461.000000 	510.290009 	1040.577637 	96.277779 	954.568970 	789.429016 	0.086271 	0.276221 	
462.000000 	510.660004 	1043.200928 	96.313889 	958.207336 	789.802246 	0.084985 	0.278266 	
463.000000 	511.019989 	1033.807495 	96.634720 	949.933777 	780.376709 	0.084611 	0.281227 	
464.000000 	511.380005 	1044.909180 	96.498611 	961.480164 	786.657104 	0.083211 	0.283893 	
465.000000 	511.739990 	1039.706299 	96.287498 	957.349487 	781.393250 	0.082525 	0.285615 	
466.000000 	512.109985 	1041.385010 	96.405556 	960.334656 	780.290283 	0.081025 	0.288641 	
467.000000 	512.469971 	1043.533447 	96.393059 	962.572144 	779.563171 	0.080759 	0.291634 	
468.000000 	512.830017 	1037.036621 	96.155556 	957.436279 	772.644470 	0.079863 	0.294303 	
469.000000 	513.190002 	1046.155518 	96.444443 	967.040894 	777.814941 	0.078637 	0.296389 	
470.000000 	513.559998 	1044.952881 	96.341667 	966.517029 	775.312012 	0.078028 	0.298461 	
471.000000 	513.919983 	1044.015137 	97.545837 	967.066101 	772.027100 	0.076562 	0.301809 	
472.000000 	514.280029 	1047.442139 	97.224998 	971.118469 	772.426575 	0.075658 	0.304569 	
473.000000 	514.640015 	1042.614380 	96.752777 	967.379822 	767.165955 	0.074895 	0.306784 	
474.000000 	515.000000 	1049.856445 	96.720833 	975.524841 	770.890625 	0.073433 	0.308862 	
475.000000 	515.369995 	1051.459229 	96.736115 	976.735657 	769.333679 	0.073719 	0.312409 	
476.000000 	515.729980 	1053.110962 	96.512505 	979.789124 	768.859375 	0.072166 	0.314596 	
477.000000 	516.090027 	1047.455811 	96.465279 	975.928223 	762.690430 	0.070731 	0.317267 	
478.000000 	516.450012 	1057.939453 	96.434723 	986.084839 	767.925720 	0.070336 	0.320385 	
479.000000 	516.809998 	1054.148071 	96.297226 	983.665283 	763.439758 	0.069202 	0.322654 	
480.000000 	517.179993 	1069.587524 	96.112503 	998.823364 	772.390076 	0.068450 	0.325539 	
481.000000 	517.539978 	1057.965576 	97.093056 	988.571045 	762.456909 	0.067842 	0.327557 	
482.000000 	517.900024 	1063.544067 	97.277779 	994.528198 	763.591492 	0.067094 	0.331329 	
483.000000 	518.260010 	1067.202881 	96.898613 	998.499207 	764.459229 	0.066543 	0.333628 	
484.000000 	518.619995 	1065.751343 	96.991669 	998.251831 	760.915100 	0.065430 	0.336914 	
485.000000 	518.989990 	1073.138550 	96.695831 	1005.494385 	764.083862 	0.065108 	0.339665 	
486.000000 	519.349976 	1073.782471 	96.584724 	1007.106567 	762.077759 	0.064106 	0.342894 	
487.000000 	519.710022 	1076.254150 	96.608330 	1010.210144 	762.594299 	0.063328 	0.344515 	
488.000000 	520.070007 	1078.626099 	96.508331 	1013.694946 	761.929688 	0.062086 	0.347589 	
489.000000 	520.429993 	1077.091064 	96.322220 	1012.900574 	758.093384 	0.061446 	0.351213 	
490.000000 	520.789978 	1085.304932 	96.233330 	1021.502014 	762.005737 	0.060587 	0.353662 	
491.000000 	521.159973 	1081.815186 	96.102776 	1018.394531 	757.132141 	0.060413 	0.356858 	
492.000000 	521.520020 	1087.839722 	96.143059 	1025.035767 	758.760620 	0.059466 	0.360263 	
493.000000 	521.880005 	1086.392334 	96.263885 	1023.945374 	755.738220 	0.059199 	0.362923 	
494.000000 	522.239990 	1096.957764 	96.187500 	1034.520142 	760.509888 	0.058603 	0.366307 	
495.000000 	522.599976 	1101.257202 	96.326393 	1039.894775 	761.558533 	0.057333 	0.368841 	
496.000000 	522.960022 	1100.284912 	96.529167 	1039.213745 	758.261475 	0.057105 	0.372296 	
497.000000 	523.320007 	1102.856567 	96.495834 	1042.026489 	757.717712 	0.056736 	0.375348 	
498.000000 	523.690002 	1105.241943 	96.329170 	1045.049072 	756.980225 	0.056001 	0.378482 	
499.000000 	524.049988 	1106.201904 	96.227776 	1047.201050 	755.565430 	0.054811 	0.381221 	
500.000000 	524.409973 	1112.584106 	96.116669 	1053.614380 	757.371338 	0.054459 	0.384587 	
501.000000 	524.770020 	1112.042847 	96.218056 	1053.539551 	754.640259 	0.054043 	0.387713 	
502.000000 	525.130005 	1116.382813 	97.574997 	1059.141846 	755.490601 	0.052635 	0.390481 	
503.000000 	525.489990 	1121.791870 	96.966667 	1064.424683 	755.799500 	0.052493 	0.394907 	
504.000000 	525.849976 	1123.414429 	96.527779 	1066.627075 	754.799316 	0.051871 	0.397676 	
505.000000 	526.210022 	1123.614746 	96.330559 	1067.385254 	752.652283 	0.051339 	0.400703 	
506.000000 	526.570007 	1130.714111 	96.456947 	1075.357178 	754.878479 	0.050197 	0.404048 	
507.000000 	526.940002 	1134.397583 	96.293053 	1078.266235 	754.742859 	0.050747 	0.407480 	
508.000000 	527.299988 	1138.552368 	96.537498 	1083.516846 	755.181274 	0.049545 	0.410555 	
509.000000 	527.659973 	1146.653931 	96.512497 	1091.304932 	757.431274 	0.049474 	0.414670 	
510.000000 	528.020020 	1141.075562 	96.348610 	1087.259521 	751.656067 	0.048311 	0.417448 	
511.000000 	528.380005 	1145.023804 	96.202774 	1091.486938 	751.560242 	0.047885 	0.421030 	
512.000000 	528.739990 	1155.111328 	96.077782 	1101.866211 	755.738892 	0.047191 	0.424256 	
513.000000 	529.099976 	1158.042603 	96.347221 	1104.933716 	755.238708 	0.046946 	0.427453 	
514.000000 	529.460022 	1155.116455 	96.512497 	1102.348389 	750.531799 	0.046759 	0.431175 	
515.000000 	529.820007 	1164.888550 	96.283333 	1112.911743 	754.258850 	0.045645 	0.434645 	
516.000000 	530.179993 	1165.251953 	95.990280 	1113.208618 	751.933167 	0.045691 	0.438046 	
517.000000 	530.539978 	1173.671509 	96.047226 	1123.071289 	754.917908 	0.044070 	0.441283 	
518.000000 	530.900024 	1175.311768 	96.125000 	1124.365234 	752.991638 	0.044315 	0.445235 	
519.000000 	531.260010 	1176.644409 	96.211113 	1126.117188 	750.867554 	0.043891 	0.449193 	
520.000000 	531.619995 	1184.140991 	96.384720 	1134.716919 	753.704834 	0.042634 	0.451772 	
521.000000 	531.979980 	1187.913940 	96.255554 	1138.758057 	753.124146 	0.042261 	0.455724 	
522.000000 	532.349976 	1191.321899 	96.131943 	1142.291382 	752.364380 	0.042027 	0.459598 	
523.000000 	532.710022 	1197.785889 	96.437500 	1147.748901 	753.657288 	0.042672 	0.463293 	
524.000000 	533.070007 	1197.908203 	96.372223 	1149.345703 	751.159546 	0.041384 	0.466714 	
525.000000 	533.429993 	1207.464355 	96.202782 	1158.901001 	754.491516 	0.041050 	0.470234 	
526.000000 	533.789978 	1210.386475 	96.104164 	1163.085449 	753.865112 	0.039863 	0.473481 	
527.000000 	534.150024 	1218.138306 	96.375000 	1169.908691 	755.376587 	0.040398 	0.477863 	
528.000000 	534.510010 	1220.067017 	96.636108 	1172.719360 	753.960754 	0.039580 	0.481320 	
