        Number	     Time[sec]	     HI_over_I	
601.000000	4981.549805	0.211790	
602.000000	4989.649902	0.209849	
603.000000	4997.750000	0.209626	
604.000000	5005.850098	0.212766	
605.000000	5013.950195	0.209389	
606.000000	5022.049805	0.209886	
607.000000	5030.149902	0.209546	
608.000000	5038.250000	0.205997	
609.000000	5046.350098	0.207347	
610.000000	5054.450195	0.206027	
611.000000	5062.549805	0.203720	
612.000000	5070.649902	0.201070	
613.000000	5078.750000	0.201108	
614.000000	5086.850098	0.197495	
615.000000	5094.950195	0.418421	
616.000000	5103.049805	-221.048965	
617.000000	5111.149902	7.920878	
618.000000	5119.250000	18.156538	
619.000000	5127.350098	193.067520	
620.000000	5135.450195	90.084404	
621.000000	5143.549805	-880.838562	
622.000000	5171.299805	-508.761169	
623.000000	5179.399902	64.605621	
624.000000	5194.399902	425.481567	
625.000000	5202.500000	-325.117126	
626.000000	5210.600098	8073.844238	
627.000000	5218.700195	-1071.048462	
628.000000	5226.799805	-1254.276978	
629.000000	5234.899902	-420.841156	
630.000000	5243.000000	-1849.901489	
631.000000	5251.100098	-180.709015	
632.000000	5259.200195	1.#INF00	
633.000000	5267.299805	-574.281189	
634.000000	5275.399902	1403.591064	
635.000000	5283.500000	-385.161713	
636.000000	5291.600098	-1806.853271	
637.000000	5299.700195	-1841.073364	
638.000000	5307.799805	-2115.706543	
639.000000	5315.899902	2614.431152	
640.000000	5324.000000	-2430.582520	
641.000000	5332.100098	-667.331055	
642.000000	5340.200195	-1076.585571	
643.000000	5348.299805	-534.950745	
644.000000	5356.399902	-981.215698	
645.000000	5364.500000	-915.398499	
646.000000	5382.200195	-2091.512695	
647.000000	5390.299805	-499.073181	
648.000000	5413.310059	-2310.372803	
649.000000	5421.410156	1040.351563	
650.000000	5429.509766	-609.929016	
651.000000	5437.609863	-2820.007813	
652.000000	5445.709961	-857.546753	
653.000000	5453.810059	-458.002594	
654.000000	5461.910156	-1558.400635	
655.000000	5470.009766	-918.846680	
656.000000	5478.109863	-122.333221	
657.000000	5486.209961	-554.501099	
658.000000	5494.310059	-867.097412	
659.000000	5502.410156	-188.396317	
660.000000	5510.509766	-1848.487305	
661.000000	5518.609863	-182.699173	
662.000000	5526.709961	-734.313660	
663.000000	5534.810059	4798.506348	
664.000000	5542.910156	1.#INF00	
665.000000	5551.009766	421.041779	
666.000000	5559.109863	-1019.536133	
667.000000	5567.209961	-2472.572510	
668.000000	5575.310059	-873.997070	
669.000000	5583.410156	-2053.478271	
670.000000	5591.509766	-375.168243	
671.000000	5599.609863	82.163551	
672.000000	5607.709961	551.924622	
673.000000	5615.810059	-702.356628	
674.000000	5623.910156	88.971474	
675.000000	5632.009766	-1187.801758	
676.000000	5640.109863	784.918396	
677.000000	5648.209961	395.349518	
678.000000	5656.310059	763.259094	
679.000000	5664.410156	2015.786865	
680.000000	5672.509766	-1229.952026	
681.000000	5680.609863	343.240295	
682.000000	5688.709961	2746.895996	
683.000000	5696.810059	2015.530762	
684.000000	5704.910156	1510.418213	
685.000000	5713.009766	-348.167542	
686.000000	5721.109863	559.228394	
687.000000	5729.209961	3674.729248	
688.000000	5737.310059	824.421936	
689.000000	5745.410156	365.574768	
690.000000	5753.509766	1324.098755	
691.000000	5761.609863	2246.392090	
692.000000	5769.709961	214.123322	
693.000000	5777.810059	1.#INF00	
694.000000	5785.910156	-416.243103	
695.000000	5794.009766	1.#INF00	
696.000000	5802.109863	328.108551	
697.000000	5810.209961	824.232849	
698.000000	5818.310059	-699.349731	
699.000000	5826.410156	-491.332489	
700.000000	5834.509766	914.782959	
701.000000	5842.609863	375.153198	
702.000000	5850.709961	912.026489	
703.000000	5858.810059	7.099733	
704.000000	5866.910156	0.068079	
705.000000	5875.009766	0.009799	
706.000000	5883.109863	0.054955	
707.000000	5920.410156	0.052748	
708.000000	5928.509766	0.050419	
709.000000	5936.609863	0.043112	
710.000000	5944.709961	0.045304	
711.000000	5952.810059	0.040996	
712.000000	5960.910156	0.040704	
713.000000	5969.009766	0.040135	
714.000000	5977.109863	0.039088	
715.000000	6008.419922	0.035402	
716.000000	6016.520020	0.034209	
717.000000	6024.620117	0.034544	
718.000000	6057.709961	0.031055	
719.000000	6065.810059	0.031416	
720.000000	6073.910156	0.030200	
721.000000	6082.009766	0.032472	
722.000000	6090.109863	0.024949	
723.000000	6098.209961	0.025529	
724.000000	6106.310059	0.026238	
725.000000	6114.410156	0.021378	
726.000000	6122.509766	0.026471	
727.000000	6130.609863	0.021941	
728.000000	6163.319824	0.023409	
729.000000	6171.419922	0.021640	
730.000000	6179.520020	0.021544	
731.000000	6187.620117	0.020814	
732.000000	6195.720215	0.020681	
733.000000	6203.819824	0.019842	
734.000000	6211.919922	0.019169	
735.000000	6220.020020	0.020211	
736.000000	6228.120117	0.017366	
737.000000	6236.220215	0.018537	
738.000000	6244.319824	0.016800	
739.000000	6252.419922	0.015456	
740.000000	6260.520020	0.017553	
741.000000	6268.620117	0.014675	
742.000000	6276.720215	0.017136	
743.000000	6284.819824	0.015624	
744.000000	6292.919922	0.016335	
745.000000	6301.020020	0.016311	
746.000000	6309.120117	0.011696	
747.000000	6317.220215	0.015806	
748.000000	6325.319824	0.013526	
749.000000	6333.419922	0.014000	
750.000000	6341.520020	0.015622	
751.000000	6349.620117	0.011945	
752.000000	6357.720215	0.014158	
753.000000	6365.819824	0.012311	
754.000000	6373.919922	0.013147	
755.000000	6382.020020	0.012457	
756.000000	6390.120117	0.012827	
757.000000	6412.640137	0.012575	
758.000000	6420.740234	0.011447	
759.000000	6428.839844	0.011022	
760.000000	6436.939941	0.010269	
761.000000	6445.040039	0.010205	
762.000000	6453.140137	0.007673	
763.000000	6461.240234	0.010579	
764.000000	6469.339844	0.007056	
765.000000	6477.439941	0.009656	
766.000000	6485.540039	0.006649	
767.000000	6493.640137	0.006612	
768.000000	6501.740234	0.007442	
769.000000	6509.839844	0.006158	
770.000000	6517.939941	0.007020	
771.000000	6526.040039	0.005069	
772.000000	6534.140137	0.007919	
773.000000	6542.240234	0.004827	
774.000000	6553.250000	0.005896	
775.000000	6561.350098	0.007683	
776.000000	6569.450195	0.006367	
777.000000	6577.549805	0.008797	
778.000000	6585.649902	0.006695	
