 #specbin	  lambda [nm]	  lampspec	  darkspec	  acidspec	  alkaspec	  absorbacid	  absorbalka
0.000000 	339.320007 	0.000000 	0.000000 	0.000000 	0.000000 	-1.#IND00 	-1.#IND00 	
275.000000 	442.200012 	905.374695 	94.801041 	446.788177 	774.388062 	0.706264 	0.156276 	
276.000000 	442.570007 	944.102173 	94.870834 	465.950745 	809.892212 	0.706154 	0.153333 	
277.000000 	442.940002 	979.684692 	95.058334 	483.398468 	842.585144 	0.706389 	0.150756 	
278.000000 	443.309998 	1018.197937 	95.139580 	502.662109 	878.573486 	0.705872 	0.147491 	
279.000000 	443.679993 	1042.156494 	95.337502 	514.996582 	900.527710 	0.704887 	0.146067 	
280.000000 	444.049988 	1070.023438 	95.232292 	528.508606 	927.086182 	0.705377 	0.143389 	
281.000000 	444.410004 	1112.238159 	94.984375 	549.454285 	965.911804 	0.705204 	0.141057 	
282.000000 	444.779999 	1153.738892 	95.060417 	569.917419 	1004.421082 	0.705272 	0.138597 	
283.000000 	445.149994 	1134.247681 	95.638542 	560.898376 	988.502197 	0.704185 	0.137534 	
284.000000 	445.519989 	1173.494873 	95.410416 	579.725952 	1024.652588 	0.705186 	0.135633 	
285.000000 	445.890015 	1232.169800 	96.018753 	610.068176 	1079.347534 	0.702961 	0.132420 	
286.000000 	446.260010 	1271.442383 	95.515625 	629.201416 	1115.587036 	0.703456 	0.130771 	
287.000000 	446.630005 	1293.473022 	95.050003 	640.327820 	1136.768433 	0.703106 	0.129141 	
288.000000 	447.000000 	1334.293945 	96.513542 	662.227356 	1176.142456 	0.700549 	0.126162 	
289.000000 	447.369995 	1370.699463 	95.907295 	679.402344 	1209.509033 	0.701863 	0.125106 	
290.000000 	447.739990 	1382.113892 	95.185417 	685.894104 	1221.048340 	0.700646 	0.123904 	
291.000000 	448.109985 	1429.590698 	95.333336 	710.517822 	1265.805298 	0.699149 	0.121680 	
292.000000 	448.470001 	1473.447998 	96.463539 	733.976257 	1307.346191 	0.696884 	0.119606 	
293.000000 	448.839996 	1469.004272 	95.942711 	730.861816 	1304.567017 	0.698116 	0.118714 	
294.000000 	449.209991 	1541.967041 	96.273956 	770.187988 	1373.283691 	0.694180 	0.115854 	
295.000000 	449.579987 	1566.784790 	95.991669 	781.967407 	1396.940918 	0.694968 	0.114741 	
296.000000 	449.950012 	1591.368408 	95.452087 	794.863831 	1420.124023 	0.694179 	0.113850 	
297.000000 	450.320007 	1621.934082 	95.348961 	811.756165 	1449.162476 	0.692174 	0.112634 	
298.000000 	450.690002 	1618.416260 	95.675003 	810.558533 	1447.351685 	0.691480 	0.111713 	
299.000000 	451.059998 	1689.397095 	95.586456 	847.751587 	1514.467896 	0.689539 	0.109308 	
300.000000 	451.420013 	1721.021851 	95.041664 	864.788452 	1544.053467 	0.688189 	0.108507 	
301.000000 	451.790009 	1741.998535 	95.011459 	877.507324 	1565.061401 	0.685703 	0.107108 	
302.000000 	452.160004 	1759.522705 	95.051041 	887.051819 	1581.589111 	0.684895 	0.106613 	
303.000000 	452.529999 	1803.229370 	94.853127 	910.697998 	1622.484863 	0.683123 	0.105620 	
304.000000 	452.899994 	1826.605103 	94.685417 	924.223083 	1645.391724 	0.681261 	0.104481 	
305.000000 	453.269989 	1864.134399 	94.734375 	944.519592 	1681.279175 	0.679875 	0.103242 	
306.000000 	453.630005 	1900.558594 	94.671875 	965.320740 	1715.403687 	0.677443 	0.102499 	
307.000000 	454.000000 	1901.489746 	94.873955 	966.789124 	1716.891846 	0.676413 	0.102122 	
308.000000 	454.369995 	1949.865234 	94.793747 	993.863647 	1763.025269 	0.673916 	0.100729 	
309.000000 	454.739990 	1951.157104 	94.653122 	996.022461 	1764.987061 	0.672408 	0.100279 	
310.000000 	455.109985 	1965.364502 	94.855209 	1004.782288 	1779.417603 	0.670907 	0.099392 	
311.000000 	455.480011 	2034.151489 	95.007294 	1042.872192 	1843.029663 	0.668100 	0.098668 	
312.000000 	455.839996 	2058.402344 	95.117706 	1057.378906 	1866.553467 	0.666137 	0.097836 	
313.000000 	456.209991 	2073.393066 	95.000000 	1067.210815 	1881.302734 	0.664138 	0.097222 	
314.000000 	456.579987 	2043.522583 	94.973961 	1052.933960 	1855.415771 	0.663095 	0.096566 	
315.000000 	456.950012 	2157.122070 	94.893753 	1115.759644 	1959.832886 	0.659240 	0.095916 	
316.000000 	457.320007 	2132.733887 	95.107292 	1104.254028 	1938.055786 	0.658235 	0.095720 	
317.000000 	457.679993 	2125.344238 	95.078125 	1101.844604 	1931.758301 	0.656948 	0.095503 	
318.000000 	458.049988 	2186.995850 	95.071877 	1136.869019 	1987.974365 	0.654251 	0.095413 	
319.000000 	458.420013 	2199.218262 	96.587502 	1147.044312 	2001.472290 	0.650913 	0.094219 	
320.000000 	458.790009 	2198.784424 	96.033333 	1146.518311 	2000.106934 	0.651175 	0.094704 	
321.000000 	459.160004 	2262.948486 	95.310417 	1184.731079 	2060.492920 	0.647153 	0.093723 	
322.000000 	459.519989 	2246.380371 	94.933334 	1177.467773 	2045.324829 	0.645954 	0.093763 	
323.000000 	459.890015 	2332.240723 	94.973961 	1227.055542 	2125.071777 	0.642212 	0.093024 	
324.000000 	460.260010 	2319.345459 	95.712502 	1221.702271 	2112.710205 	0.641040 	0.093313 	
325.000000 	460.630005 	2341.479736 	95.469788 	1236.264893 	2133.312256 	0.638688 	0.093107 	
326.000000 	460.989990 	2388.076904 	95.355209 	1265.189087 	2176.377930 	0.635267 	0.092826 	
327.000000 	461.359985 	2371.307129 	95.368752 	1257.900513 	2161.583496 	0.633997 	0.092600 	
328.000000 	461.730011 	2397.969971 	95.244789 	1274.937622 	2186.277588 	0.631725 	0.092422 	
329.000000 	462.100006 	2426.734375 	96.280205 	1294.427246 	2212.700195 	0.628479 	0.092333 	
330.000000 	462.459991 	2399.185547 	95.569794 	1280.107422 	2185.514893 	0.628185 	0.093278 	
331.000000 	462.829987 	2455.638184 	94.927086 	1315.235962 	2237.756104 	0.624371 	0.092913 	
332.000000 	463.200012 	2445.119629 	94.808334 	1312.402466 	2229.578125 	0.622235 	0.092282 	
333.000000 	463.570007 	2451.002441 	94.746872 	1318.529297 	2233.509033 	0.619980 	0.092923 	
334.000000 	463.929993 	2507.315674 	94.632294 	1352.602417 	2285.081787 	0.617182 	0.092811 	
335.000000 	464.299988 	2519.618652 	94.596878 	1362.700806 	2296.264648 	0.614639 	0.092824 	
336.000000 	464.670013 	2524.875488 	94.745834 	1368.765015 	2300.532471 	0.612283 	0.093051 	
337.000000 	465.040009 	2565.060303 	94.711456 	1394.624878 	2336.727783 	0.609356 	0.093230 	
338.000000 	465.399994 	2527.738525 	94.789581 	1376.967285 	2302.520752 	0.607441 	0.093320 	
339.000000 	465.769989 	2582.898682 	94.909378 	1412.245728 	2352.659668 	0.603731 	0.093366 	
340.000000 	466.140015 	2556.177734 	94.979164 	1399.776489 	2326.980713 	0.602201 	0.093941 	
341.000000 	466.510010 	2560.690674 	94.760414 	1405.522583 	2330.027100 	0.599868 	0.094397 	
342.000000 	466.869995 	2563.202393 	94.579163 	1410.374878 	2330.912109 	0.597402 	0.094998 	
343.000000 	467.239990 	2631.850586 	94.497917 	1453.310059 	2392.750488 	0.593843 	0.095243 	
344.000000 	467.609985 	2608.028564 	94.879166 	1443.331055 	2371.669678 	0.591641 	0.095000 	
345.000000 	467.970001 	2600.104492 	94.769791 	1441.424561 	2362.196533 	0.589920 	0.095960 	
346.000000 	468.339996 	2657.552734 	94.562500 	1478.977295 	2414.121826 	0.586055 	0.096070 	
347.000000 	468.709991 	2634.580078 	94.810417 	1470.112915 	2393.122803 	0.583385 	0.096125 	
348.000000 	469.070007 	2655.191162 	94.872917 	1485.531006 	2410.351563 	0.580745 	0.096744 	
349.000000 	469.440002 	2662.800049 	94.751038 	1493.352417 	2416.204346 	0.578355 	0.097180 	
350.000000 	469.809998 	2626.184082 	94.771873 	1475.809326 	2380.997070 	0.576325 	0.098012 	
351.000000 	470.170013 	2642.222900 	94.664581 	1489.266113 	2395.200684 	0.573337 	0.098154 	
352.000000 	470.540009 	2708.907715 	94.569794 	1532.784180 	2455.298096 	0.569459 	0.098297 	
353.000000 	470.910004 	2665.551025 	127.954163 	1524.852661 	2432.870850 	0.558513 	0.091339 	
354.000000 	471.269989 	2701.590820 	106.481247 	1532.348267 	2445.683838 	0.567039 	0.099516 	
355.000000 	471.640015 	2647.898682 	98.667709 	1508.516357 	2396.173584 	0.562640 	0.099893 	
356.000000 	472.010010 	2723.314209 	96.800003 	1558.759033 	2464.026123 	0.557960 	0.100053 	
357.000000 	472.369995 	2684.900391 	95.482292 	1539.108643 	2426.586182 	0.556440 	0.101159 	
358.000000 	472.739990 	2639.774902 	94.744789 	1516.709229 	2382.802979 	0.554151 	0.102416 	
359.000000 	473.109985 	2596.607666 	94.590622 	1494.766235 	2342.557861 	0.552236 	0.102962 	
360.000000 	473.470001 	2652.305420 	94.553123 	1533.609375 	2393.291504 	0.547805 	0.102759 	
361.000000 	473.839996 	2639.593750 	94.489586 	1529.908081 	2378.708252 	0.545417 	0.104067 	
362.000000 	474.209991 	2577.013428 	94.490623 	1496.345215 	2319.436035 	0.543605 	0.105307 	
363.000000 	474.570007 	2662.458740 	94.871872 	1553.422974 	2395.860107 	0.538789 	0.105508 	
364.000000 	474.940002 	2620.388916 	94.886459 	1531.140869 	2355.940674 	0.537310 	0.106383 	
365.000000 	475.299988 	2595.364746 	97.448959 	1522.507324 	2332.255859 	0.533368 	0.106891 	
366.000000 	475.670013 	2591.066650 	96.360420 	1522.437866 	2327.103271 	0.531757 	0.107446 	
367.000000 	476.040009 	2560.653076 	95.020836 	1508.696289 	2296.434082 	0.529016 	0.108905 	
368.000000 	476.399994 	2538.737549 	94.654167 	1499.411743 	2274.830566 	0.526594 	0.109761 	
369.000000 	476.769989 	2507.594971 	94.718750 	1485.257935 	2245.622070 	0.523736 	0.110342 	
370.000000 	477.140015 	2528.591553 	95.082291 	1502.494385 	2261.261719 	0.520536 	0.111740 	
371.000000 	477.500000 	2508.602539 	94.785416 	1494.561768 	2241.516357 	0.517893 	0.112574 	
372.000000 	477.869995 	2469.007324 	94.698959 	1474.305542 	2204.239746 	0.515629 	0.113434 	
373.000000 	478.230011 	2445.500000 	94.555206 	1464.032837 	2180.142090 	0.513055 	0.114860 	
374.000000 	478.600006 	2415.566650 	94.615623 	1450.073608 	2151.530518 	0.510319 	0.115754 	
375.000000 	478.970001 	2401.568848 	94.530212 	1445.687378 	2137.595947 	0.507537 	0.116440 	
376.000000 	479.329987 	2364.307617 	94.523956 	1426.954468 	2101.212402 	0.504943 	0.117970 	
377.000000 	479.700012 	2356.139648 	94.597916 	1426.412354 	2092.565186 	0.501863 	0.118634 	
378.000000 	480.059998 	2321.202148 	94.708336 	1408.088867 	2058.680176 	0.499852 	0.120020 	
379.000000 	480.429993 	2299.864014 	94.761459 	1399.557861 	2037.443970 	0.496694 	0.121154 	
380.000000 	480.790009 	2261.004639 	94.815628 	1378.832153 	2000.131714 	0.494573 	0.122596 	
381.000000 	481.160004 	2242.111328 	94.678123 	1371.107666 	1981.670288 	0.491799 	0.123478 	
382.000000 	481.529999 	2225.129883 	94.652084 	1364.949585 	1964.283203 	0.488698 	0.124688 	
383.000000 	481.890015 	2178.144287 	94.585419 	1338.701538 	1919.463013 	0.486773 	0.126428 	
384.000000 	482.260010 	2139.873535 	94.392708 	1318.822021 	1883.484985 	0.484008 	0.127623 	
385.000000 	482.619995 	2125.777100 	94.339584 	1313.971802 	1868.317993 	0.481083 	0.129099 	
386.000000 	482.989990 	2105.775391 	94.410416 	1305.141357 	1848.248779 	0.478373 	0.130445 	
387.000000 	483.350006 	2072.168701 	94.569794 	1287.600098 	1816.773193 	0.475816 	0.131534 	
388.000000 	483.720001 	2057.286133 	94.514587 	1282.109863 	1800.813110 	0.472880 	0.133149 	
389.000000 	484.079987 	2014.475830 	94.565628 	1258.437256 	1760.793091 	0.470488 	0.134594 	
390.000000 	484.450012 	1987.777466 	95.014587 	1245.432617 	1735.485474 	0.467534 	0.135730 	
391.000000 	484.809998 	1955.994873 	94.890625 	1227.683838 	1704.008789 	0.465770 	0.137916 	
392.000000 	485.179993 	1935.874268 	96.831253 	1220.109131 	1685.421509 	0.461619 	0.138544 	
393.000000 	485.549988 	1916.976685 	96.020836 	1209.608765 	1665.565063 	0.460453 	0.140585 	
394.000000 	485.910004 	1874.656738 	94.898956 	1185.714722 	1625.246704 	0.458080 	0.142766 	
395.000000 	486.279999 	1864.560303 	94.718750 	1183.141479 	1614.628540 	0.454852 	0.143920 	
396.000000 	486.640015 	1841.153198 	94.763542 	1171.621094 	1591.726074 	0.452004 	0.145573 	
397.000000 	487.010010 	1790.192139 	94.746872 	1141.648560 	1544.780273 	0.449850 	0.147441 	
398.000000 	487.369995 	1785.947510 	94.536461 	1142.807251 	1539.610840 	0.446461 	0.148419 	
399.000000 	487.739990 	1746.091187 	94.528122 	1119.532715 	1502.014282 	0.444468 	0.150573 	
400.000000 	488.100006 	1732.187500 	94.636459 	1113.598755 	1487.582031 	0.441788 	0.152233 	
401.000000 	488.470001 	1700.358398 	94.702087 	1096.526855 	1457.843628 	0.438691 	0.153881 	
402.000000 	488.829987 	1683.884521 	94.748955 	1088.585083 	1441.348389 	0.436225 	0.155524 	
403.000000 	489.200012 	1659.056763 	94.443748 	1076.026733 	1417.554077 	0.432974 	0.157316 	
404.000000 	489.559998 	1630.403809 	94.354164 	1059.160034 	1390.445313 	0.431352 	0.159204 	
405.000000 	489.920013 	1604.493408 	94.288544 	1045.971069 	1365.747314 	0.427862 	0.161106 	
406.000000 	490.290009 	1594.715820 	94.242706 	1042.458984 	1354.854614 	0.425113 	0.163001 	
407.000000 	490.649994 	1560.195923 	94.469795 	1022.232483 	1322.912842 	0.422822 	0.164976 	
408.000000 	491.019989 	1541.991333 	94.423958 	1013.023743 	1304.837402 	0.420135 	0.166996 	
409.000000 	491.380005 	1519.139771 	94.318748 	1001.163086 	1284.024170 	0.416982 	0.168145 	
410.000000 	491.750000 	1506.583008 	94.662498 	995.882935 	1270.995117 	0.413970 	0.170044 	
411.000000 	492.109985 	1482.519653 	94.740623 	982.287781 	1247.796387 	0.411614 	0.172364 	
412.000000 	492.480011 	1460.249023 	94.699997 	970.536926 	1226.508667 	0.408513 	0.174435 	
413.000000 	492.839996 	1436.234131 	94.452087 	957.416687 	1204.322876 	0.405541 	0.176107 	
414.000000 	493.209991 	1434.362305 	94.493752 	958.886963 	1201.127441 	0.402702 	0.177460 	
415.000000 	493.570007 	1405.849854 	95.167709 	942.843079 	1174.443726 	0.399498 	0.179847 	
416.000000 	493.929993 	1391.659302 	94.862503 	935.220459 	1160.271729 	0.397470 	0.181843 	
417.000000 	494.299988 	1374.517700 	94.602081 	926.645630 	1143.858765 	0.394287 	0.183695 	
418.000000 	494.660004 	1353.896484 	94.400002 	915.517029 	1124.179321 	0.391253 	0.185934 	
419.000000 	495.029999 	1335.329834 	94.348961 	905.407837 	1106.239624 	0.388548 	0.188212 	
420.000000 	495.390015 	1324.857544 	94.531250 	901.038635 	1096.019897 	0.385512 	0.189620 	
421.000000 	495.760010 	1306.329590 	94.480209 	890.917542 	1077.604004 	0.382725 	0.192482 	
422.000000 	496.119995 	1296.331421 	94.338539 	886.298401 	1067.148926 	0.380240 	0.194548 	
423.000000 	496.480011 	1281.175659 	95.726044 	879.279053 	1053.497803 	0.376431 	0.195662 	
424.000000 	496.850006 	1262.316284 	95.186455 	867.789673 	1035.111938 	0.374754 	0.198439 	
425.000000 	497.209991 	1249.411499 	94.544792 	861.517700 	1023.117188 	0.371732 	0.199819 	
426.000000 	497.579987 	1233.473877 	94.389580 	852.927490 	1007.910400 	0.368916 	0.201955 	
427.000000 	497.940002 	1222.781494 	94.306252 	847.507385 	996.205688 	0.366584 	0.204930 	
428.000000 	498.299988 	1208.131104 	94.272919 	840.143005 	982.521118 	0.363258 	0.206708 	
429.000000 	498.670013 	1195.497437 	94.663544 	834.186462 	970.448975 	0.359860 	0.208559 	
430.000000 	499.029999 	1193.117798 	94.687500 	834.215332 	966.143494 	0.357834 	0.211013 	
431.000000 	499.399994 	1173.187378 	94.852081 	822.521790 	947.862061 	0.355104 	0.213271 	
432.000000 	499.760010 	1166.010132 	94.558334 	819.578613 	940.543823 	0.352553 	0.214885 	
433.000000 	500.119995 	1153.597290 	94.504166 	813.479370 	928.450195 	0.349320 	0.217124 	
434.000000 	500.489990 	1143.829346 	94.304169 	808.760620 	918.317566 	0.346634 	0.219594 	
435.000000 	500.850006 	1141.572144 	94.239586 	809.428040 	914.876160 	0.343834 	0.221373 	
436.000000 	501.209991 	1135.851318 	95.741669 	808.235596 	908.831177 	0.340284 	0.222978 	
437.000000 	501.579987 	1122.560913 	96.313538 	800.510864 	895.953857 	0.338118 	0.225479 	
438.000000 	501.940002 	1112.900879 	95.627083 	795.933167 	885.854431 	0.335210 	0.228173 	
439.000000 	502.309998 	1112.348755 	94.769791 	797.461487 	883.246521 	0.332795 	0.230625 	
440.000000 	502.670013 	1102.826294 	94.823959 	793.064697 	873.700500 	0.329727 	0.232894 	
441.000000 	503.029999 	1100.525146 	94.697914 	793.215698 	869.946655 	0.327448 	0.235111 	
442.000000 	503.399994 	1081.265137 	94.647919 	781.427063 	852.464600 	0.324765 	0.237755 	
443.000000 	503.760010 	1093.769531 	94.525002 	792.294861 	860.347839 	0.322452 	0.240049 	
444.000000 	504.119995 	1084.193604 	94.365623 	787.560486 	850.903381 	0.319652 	0.242293 	
445.000000 	504.489990 	1078.997070 	94.242706 	786.006165 	845.074158 	0.316823 	0.244363 	
446.000000 	504.850006 	1076.805664 	94.363541 	786.598389 	841.502197 	0.314036 	0.246566 	
447.000000 	505.209991 	1068.043213 	94.470833 	782.243347 	832.298218 	0.311418 	0.249393 	
448.000000 	505.579987 	1066.650024 	94.286461 	783.172058 	829.371155 	0.308926 	0.251610 	
449.000000 	505.940002 	1065.494019 	94.162498 	784.334656 	826.795654 	0.306358 	0.253636 	
450.000000 	506.299988 	1057.083374 	94.034378 	780.159363 	818.182495 	0.303771 	0.256183 	
451.000000 	506.660004 	1060.381714 	94.269791 	784.801819 	818.759521 	0.300953 	0.258594 	
452.000000 	507.029999 	1053.170532 	94.330208 	781.276062 	811.246399 	0.298632 	0.260989 	
453.000000 	507.390015 	1054.195801 	94.391663 	784.324829 	810.325195 	0.295711 	0.263098 	
454.000000 	507.750000 	1055.072510 	94.332291 	786.972229 	808.790527 	0.293172 	0.265825 	
455.000000 	508.119995 	1052.340332 	94.366669 	787.034485 	805.178955 	0.290500 	0.267707 	
456.000000 	508.480011 	1055.597656 	94.320831 	791.411011 	804.855774 	0.288045 	0.271200 	
457.000000 	508.839996 	1046.839966 	94.343750 	786.760803 	796.761169 	0.285607 	0.272976 	
458.000000 	509.200012 	1048.641357 	94.233330 	789.816101 	795.648743 	0.283451 	0.276093 	
459.000000 	509.570007 	1048.464355 	94.148956 	791.647034 	793.786377 	0.280966 	0.278267 	
460.000000 	509.929993 	1051.060791 	94.387497 	795.851685 	793.648376 	0.278142 	0.280915 	
461.000000 	510.290009 	1049.845215 	94.324997 	796.790344 	790.869568 	0.275806 	0.283265 	
462.000000 	510.660004 	1052.992676 	94.164581 	800.534302 	790.937073 	0.274112 	0.286173 	
463.000000 	511.019989 	1042.831665 	94.313545 	795.196716 	782.045166 	0.271106 	0.287783 	
464.000000 	511.380005 	1054.360474 	94.208328 	806.063843 	788.176453 	0.268527 	0.290967 	
465.000000 	511.739990 	1049.246338 	94.128128 	804.113342 	782.471863 	0.266087 	0.293369 	
466.000000 	512.109985 	1050.431030 	94.247917 	807.264038 	781.436890 	0.263305 	0.295822 	
467.000000 	512.469971 	1052.122803 	94.193748 	810.271606 	780.825806 	0.261196 	0.298213 	
468.000000 	512.830017 	1045.844971 	94.119789 	806.669983 	773.764954 	0.259666 	0.301312 	
469.000000 	513.190002 	1055.077637 	94.210419 	816.505493 	778.699890 	0.256336 	0.303744 	
470.000000 	513.559998 	1054.038818 	94.129166 	817.452637 	776.138245 	0.254191 	0.306054 	
471.000000 	513.919983 	1052.201172 	95.184372 	818.811096 	773.672119 	0.250786 	0.307491 	
472.000000 	514.280029 	1056.358643 	94.985420 	822.689575 	773.723267 	0.250004 	0.311369 	
473.000000 	514.640015 	1051.561157 	94.459373 	820.971313 	768.058594 	0.247543 	0.314165 	
474.000000 	515.000000 	1058.847778 	94.387497 	828.635254 	771.589111 	0.245157 	0.316484 	
475.000000 	515.369995 	1060.054321 	94.421875 	831.598022 	769.880310 	0.242726 	0.319840 	
476.000000 	515.729980 	1061.794189 	94.333336 	834.684875 	769.437317 	0.240661 	0.322056 	
477.000000 	516.090027 	1056.355225 	94.327087 	832.572327 	763.448975 	0.238060 	0.324733 	
478.000000 	516.450012 	1065.814697 	94.375000 	842.148865 	768.305420 	0.235538 	0.327307 	
479.000000 	516.809998 	1062.524170 	94.163544 	840.890991 	764.019592 	0.233941 	0.329810 	
480.000000 	517.179993 	1077.367188 	94.014587 	855.014954 	772.387024 	0.231156 	0.332790 	
481.000000 	517.539978 	1066.039551 	94.793747 	848.182373 	763.034546 	0.228610 	0.334403 	
482.000000 	517.900024 	1071.892334 	94.905212 	854.402771 	764.452942 	0.226778 	0.338020 	
483.000000 	518.260010 	1075.277954 	94.608337 	858.658142 	764.519897 	0.224963 	0.341086 	
484.000000 	518.619995 	1073.715454 	94.795837 	859.599060 	760.995483 	0.222414 	0.344253 	
485.000000 	518.989990 	1080.959595 	94.540627 	866.917908 	763.906128 	0.220660 	0.347159 	
486.000000 	519.349976 	1081.640869 	94.377083 	869.530334 	762.912048 	0.218281 	0.349092 	
487.000000 	519.710022 	1084.232300 	94.367706 	874.085144 	762.052917 	0.215450 	0.352612 	
488.000000 	520.070007 	1086.342896 	94.346878 	877.452576 	761.757996 	0.213549 	0.354943 	
489.000000 	520.429993 	1084.387573 	94.185417 	877.566833 	758.132507 	0.211617 	0.357913 	
490.000000 	520.789978 	1093.007202 	94.068748 	886.332397 	761.671997 	0.209596 	0.361172 	
491.000000 	521.159973 	1089.160156 	94.013542 	884.694397 	756.711487 	0.207920 	0.364180 	
492.000000 	521.520020 	1094.839111 	93.914581 	891.461548 	758.976746 	0.205500 	0.366391 	
493.000000 	521.880005 	1093.309082 	94.140625 	891.931519 	755.491455 	0.203575 	0.369596 	
494.000000 	522.239990 	1103.733032 	94.181252 	901.892029 	760.479065 	0.201959 	0.372505 	
495.000000 	522.599976 	1108.533813 	94.167709 	908.237976 	761.913269 	0.199287 	0.374961 	
496.000000 	522.960022 	1107.427612 	94.247917 	909.058899 	758.427063 	0.197385 	0.378549 	
497.000000 	523.320007 	1109.083374 	94.320831 	912.090515 	757.373169 	0.195550 	0.381433 	
498.000000 	523.690002 	1111.870850 	94.130211 	916.142517 	756.645325 	0.193627 	0.384904 	
499.000000 	524.049988 	1113.235229 	94.050003 	918.937500 	755.124451 	0.191807 	0.388143 	
500.000000 	524.409973 	1119.032837 	93.940628 	925.620728 	757.341980 	0.189756 	0.390405 	
501.000000 	524.770020 	1118.949219 	93.862503 	926.784058 	754.641846 	0.188425 	0.393902 	
502.000000 	525.130005 	1122.869385 	95.234375 	932.975281 	755.934082 	0.185264 	0.395689 	
503.000000 	525.489990 	1127.914429 	94.902084 	938.050781 	755.477234 	0.184322 	0.400776 	
504.000000 	525.849976 	1129.470703 	94.370834 	941.633728 	754.778076 	0.181888 	0.403080 	
505.000000 	526.210022 	1129.862183 	94.083336 	943.498474 	752.687317 	0.180256 	0.406201 	
506.000000 	526.570007 	1137.044434 	94.126045 	951.296143 	755.101685 	0.178362 	0.409335 	
507.000000 	526.940002 	1140.567139 	94.014587 	955.370605 	754.566956 	0.177182 	0.413137 	
508.000000 	527.299988 	1144.701904 	94.283333 	960.663818 	754.854736 	0.175275 	0.416374 	
509.000000 	527.659973 	1151.754150 	94.451042 	968.327942 	756.880493 	0.173470 	0.419836 	
510.000000 	528.020020 	1146.978149 	94.190628 	966.140625 	751.441956 	0.171576 	0.422892 	
511.000000 	528.380005 	1150.520386 	93.979164 	970.700928 	751.415955 	0.169951 	0.426011 	
512.000000 	528.739990 	1160.607666 	93.952080 	981.089966 	756.087585 	0.168035 	0.428542 	
513.000000 	529.099976 	1163.553467 	94.076042 	985.539307 	754.948425 	0.166045 	0.432585 	
514.000000 	529.460022 	1160.745972 	94.268753 	983.714172 	750.601929 	0.165483 	0.435943 	
515.000000 	529.820007 	1169.950684 	94.226044 	994.492676 	754.260925 	0.162484 	0.438979 	
516.000000 	530.179993 	1170.432129 	94.122917 	995.712280 	751.753174 	0.161670 	0.442720 	
517.000000 	530.539978 	1179.167725 	94.001045 	1005.429626 	754.888062 	0.159394 	0.445995 	
518.000000 	530.900024 	1180.634277 	93.879166 	1008.041870 	753.007263 	0.158042 	0.449732 	
519.000000 	531.260010 	1181.431030 	93.849998 	1010.517639 	751.282043 	0.156263 	0.452700 	
520.000000 	531.619995 	1188.973511 	94.057289 	1018.538757 	753.414978 	0.154722 	0.456230 	
521.000000 	531.979980 	1192.958496 	93.963539 	1023.745544 	753.404419 	0.152968 	0.459589 	
522.000000 	532.349976 	1196.425171 	93.938538 	1027.831299 	752.340271 	0.151887 	0.463905 	
523.000000 	532.710022 	1201.828613 	94.245834 	1034.385986 	753.300903 	0.150036 	0.467134 	
524.000000 	533.070007 	1202.452271 	94.055206 	1036.687988 	751.042603 	0.148332 	0.470656 	
525.000000 	533.429993 	1211.819824 	93.936455 	1046.618042 	754.513550 	0.146559 	0.473805 	
526.000000 	533.789978 	1215.306641 	93.922913 	1050.851563 	753.899902 	0.145396 	0.477492 	
527.000000 	534.150024 	1221.775757 	94.187500 	1058.439819 	755.442932 	0.143509 	0.480757 	
528.000000 	534.510010 	1224.340454 	94.349998 	1061.705688 	754.114685 	0.142526 	0.484613 	
529.000000 	534.869995 	1222.938721 	94.194794 	1061.616577 	750.181274 	0.141464 	0.488697 	
530.000000 	535.229980 	1234.492188 	94.826042 	1073.819458 	755.307129 	0.139438 	0.491291 	
531.000000 	535.590027 	1234.141724 	94.468750 	1074.729492 	751.569275 	0.138307 	0.495968 	
532.000000 	535.950012 	1237.120239 	94.093750 	1078.755737 	750.743774 	0.136978 	0.499477 	
533.000000 	536.309998 	1239.685547 	94.037498 	1083.230713 	749.233704 	0.134910 	0.503562 	
534.000000 	536.669983 	1250.603027 	93.985420 	1093.489014 	753.199341 	0.134252 	0.507051 	
535.000000 	537.030029 	1257.000732 	94.175003 	1101.235229 	754.515747 	0.132296 	0.510407 	
536.000000 	537.390015 	1255.432129 	94.260414 	1100.783936 	750.500977 	0.131457 	0.514494 	
537.000000 	537.750000 	1263.586548 	94.000000 	1109.380615 	752.310852 	0.130152 	0.518560 	
538.000000 	538.109985 	1271.694092 	94.036461 	1118.550415 	754.439636 	0.128316 	0.522130 	
539.000000 	538.469971 	1270.482178 	94.153122 	1118.276978 	750.478943 	0.127607 	0.526440 	
540.000000 	538.830017 	1278.285278 	94.355209 	1127.132324 	752.351868 	0.125843 	0.530071 	
541.000000 	539.179993 	1283.322632 	94.133331 	1132.468384 	752.325928 	0.125053 	0.534039 	
542.000000 	539.539978 	1277.423462 	97.427078 	1128.764404 	745.186523 	0.123722 	0.538966 	
543.000000 	539.900024 	1286.579956 	96.756248 	1138.230103 	747.293213 	0.122513 	0.543285 	
544.000000 	540.260010 	1297.723511 	95.268753 	1149.579590 	750.809509 	0.121215 	0.547215 	
545.000000 	540.619995 	1301.459839 	94.360413 	1154.465698 	750.622742 	0.119849 	0.550339 	
546.000000 	540.979980 	1299.330200 	94.044792 	1153.585938 	746.104675 	0.118974 	0.554739 	
