 Number	Time[sec]	CO2_Air[ppm]	TempAir[C]	Wind[m/s]	WaterHeight[mm]	pOxyAbs[bar]
    719	  6065.81	      631.84	    24.31	      6.27	          71.24	        1.00
    720	  6073.91	      632.08	    24.31	      6.23	          67.77	        1.00
    721	  6082.01	      630.86	    24.31	      6.29	          70.63	        1.00
    722	  6090.11	      630.86	    24.31	      6.28	          69.24	        1.00
    723	  6098.21	      629.64	    24.31	      6.33	          67.42	        1.00
    724	  6106.31	      625.98	    24.31	      6.26	          71.55	        1.00
    725	  6114.41	      625.98	    24.31	      6.28	          66.88	        1.00
    726	  6122.51	      625.00	    24.31	      6.31	          69.97	        1.00
    727	  6130.61	      625.00	    24.31	      6.28	          69.78	        1.00
    728	  6163.32	      622.80	    24.32	      6.33	          70.59	        1.00
    729	  6171.42	      621.58	    24.31	      6.28	          67.81	        1.00
    730	  6179.52	      621.58	    24.31	      6.32	          70.70	        1.00
    731	  6187.62	      621.09	    24.33	      6.29	          68.81	        1.00
    732	  6195.72	      621.09	    24.32	      6.28	          69.58	        1.00
    733	  6203.82	      620.12	    24.33	      6.27	          69.47	        1.00
    734	  6211.92	      620.12	    24.32	      6.28	          69.20	        1.00
    735	  6220.02	      619.14	    24.32	      6.27	          69.24	        1.00
    736	  6228.12	      618.90	    24.33	      6.29	          70.24	        1.00
    737	  6236.22	      618.90	    24.33	      6.26	          67.89	        1.00
    738	  6244.32	      617.92	    24.33	      6.29	          70.86	        1.00
    739	  6252.42	      618.16	    24.33	      6.29	          67.73	        1.00
    740	  6260.52	      617.19	    24.33	      6.30	          70.59	        1.00
    741	  6268.62	      616.94	    24.34	      6.27	          67.38	        1.00
    742	  6276.72	      617.92	    24.33	      6.25	          70.32	        1.00
    743	  6284.82	      618.16	    24.33	      6.27	          67.89	        1.00
    744	  6292.92	      617.92	    24.34	      6.25	          69.85	        1.00
    745	  6301.02	      617.92	    24.33	      6.28	          68.85	        1.00
    746	  6309.12	      618.90	    24.34	      6.29	          69.35	        1.00
    747	  6317.22	      619.14	    24.34	      6.26	          68.97	        1.00
    748	  6325.32	      618.90	    24.34	      6.29	          69.62	        1.00
    749	  6333.42	      619.14	    24.34	      6.33	          69.39	        1.00
    750	  6341.52	      618.90	    24.33	      6.26	          69.43	        1.00
    751	  6349.62	      618.90	    24.33	      6.23	          69.39	        1.00
    752	  6357.72	      618.90	    24.34	      6.28	          69.08	        1.00
    753	  6365.82	      619.14	    24.34	      6.25	          70.09	        1.00
    754	  6373.92	      619.14	    24.34	      6.29	          67.65	        1.00
    755	  6382.02	      619.14	    24.34	      6.31	          70.90	        1.00
    756	  6390.12	      619.14	    24.35	      6.28	          66.46	        1.00
    757	  6412.64	      618.16	    24.34	      6.27	          67.08	        1.00
    758	  6420.74	      617.92	    24.35	      6.25	          71.32	        1.00
    759	  6428.84	      615.97	    24.35	      6.29	          67.35	        1.00
    760	  6436.94	      615.97	    24.35	      6.31	          70.36	        1.00
    761	  6445.04	      614.50	    24.35	      6.24	          68.93	        1.00
    762	  6453.14	      614.50	    24.35	      6.25	          69.16	        1.00
    763	  6461.24	      612.06	    24.35	      6.26	          69.31	        1.00
    764	  6469.34	      612.30	    24.36	      6.28	          69.55	        1.00
    765	  6477.44	      608.89	    24.36	      6.29	          68.12	        1.00
    766	  6485.54	      608.89	    24.36	      6.29	          70.78	        1.00
    767	  6493.64	      588.87	    24.36	      6.31	          67.27	        1.00
    768	  6501.74	      588.87	    24.36	      6.29	          70.47	        1.00
    769	  6509.84	      587.89	    24.36	      6.25	          68.43	        1.00
    770	  6517.94	      587.89	    24.36	      6.23	          69.16	        1.00
    771	  6526.04	      586.67	    24.36	      6.27	          69.62	        1.00
    772	  6534.14	      586.91	    24.37	      6.25	          67.73	        1.00
    773	  6542.24	      586.67	    24.36	      6.24	          70.55	        1.00
    774	  6553.25	      585.69	    24.37	      6.33	          68.62	        1.00
    775	  6561.35	      585.69	    24.37	      6.28	          69.16	        1.00
    776	  6569.45	      585.21	    24.37	      6.27	          69.16	        1.00
    777	  6577.55	      585.45	    24.37	      6.29	          69.58	        1.00
    778	  6585.65	      578.61	    24.36	      6.29	          68.16	        1.00
    779	  6593.75	      578.61	    24.37	      6.37	          70.90	        1.00
    780	  6601.85	      578.61	    24.37	      6.31	          67.08	        1.00
    781	  6609.95	      578.61	    24.37	      6.30	          69.74	        1.00
    782	  6618.05	      578.61	    24.37	      6.29	          69.39	        1.00
    783	  6626.15	      578.61	    24.38	      6.37	          67.31	        1.00
    784	  6634.25	      578.61	    24.37	      6.30	          70.47	        1.00
    785	  6642.35	      578.61	    24.37	      6.28	          68.62	        1.00
    786	  6650.45	      578.61	    24.38	      6.33	          69.35	        1.00
    787	  6658.55	      579.83	    24.38	      6.33	          69.24	        1.00
    788	  6666.65	      579.83	    24.37	      6.35	          69.58	        1.00
    789	  6674.75	      579.83	    24.37	      6.27	          68.00	        1.00
    790	  6682.85	      579.59	    24.38	      6.27	          70.40	        1.00
    791	  6690.95	      580.81	    24.38	      6.35	          69.01	        1.00
    792	  6699.05	      580.81	    24.39	      6.29	          66.57	        1.00
    793	  6707.15	      580.81	    24.39	      6.29	          70.59	        1.00
    794	  6715.25	      581.05	    24.39	      6.30	          68.43	        1.00
    795	  6723.35	      582.03	    24.39	      6.27	          68.23	        1.00
    796	  6731.45	      582.03	    24.39	      6.31	          69.85	        1.00
    797	  6739.55	      582.03	    24.39	      6.35	          69.12	        1.00
    798	  6747.65	      585.69	    24.40	      6.31	          68.54	        1.00
    799	  6755.75	      585.69	    24.40	      6.29	          67.54	        1.00
    800	  6763.85	      585.69	    24.40	      6.29	          70.09	        1.00
    801	  6771.95	      585.69	    24.40	      6.29	          68.97	        1.00
    802	  6780.05	      586.91	    24.40	      6.30	          66.88	        1.00
    803	  6788.15	      586.67	    24.40	      6.31	          70.24	        1.00
    804	  6796.25	      586.91	    24.40	      6.31	          69.24	        1.00
    805	  6804.35	      586.91	    24.40	      6.28	          67.62	        1.00
    806	  6812.45	      587.89	    24.40	      6.33	          69.16	        1.00
    807	  6820.55	      587.89	    24.40	      6.31	          69.28	        1.00
    808	  6828.65	      587.89	    24.40	      6.27	          69.93	        1.00
    809	  6836.75	      587.89	    24.40	      6.31	          68.35	        1.00
    810	  6844.85	      587.89	    24.40	      6.29	          67.73	        1.00
    811	  6852.95	      587.89	    24.40	      6.27	          70.59	        1.00
    812	  6861.05	      587.89	    24.40	      6.27	          68.93	        1.00
    813	  6869.15	      587.89	    24.40	      6.29	          66.15	        1.00
    814	  6877.25	      587.89	    24.40	      6.24	          68.77	        1.00
    815	  6885.35	      587.89	    24.41	      6.33	          69.35	        1.00
    816	  6893.45	      587.89	    24.40	      6.29	          69.16	        1.00
    817	  6901.55	      587.89	    24.40	      6.32	          68.85	        1.00
    818	  6909.65	      587.89	    24.41	      6.30	          67.38	        1.00
    819	  6917.75	      587.89	    24.41	      6.31	          69.35	        1.00
    820	  6925.85	      587.89	    24.40	      6.26	          70.47	        1.00
    821	  6933.95	      587.89	    24.42	      6.29	          67.08	        1.00
    822	  6942.05	      587.89	    24.41	      6.28	          67.04	        1.00
    823	  6950.15	      587.89	    24.40	      6.31	          69.47	        1.00
    824	  6958.25	      587.89	    24.40	      6.30	          69.31	        1.00
    825	  6966.35	      587.89	    24.41	      6.33	          68.97	        1.00
    826	  6974.45	      588.13	    24.41	      6.31	          68.46	        1.00
    827	  6982.55	      587.89	    24.42	      6.31	          67.62	        1.00
    828	  6990.65	      587.89	    24.42	      6.27	          69.51	        1.00
    829	  6998.75	      587.89	    24.43	      6.35	          70.43	        1.00
    830	  7006.85	      587.89	    24.43	      6.29	          67.69	        1.00
    831	  7014.95	      587.89	    24.43	      6.29	          66.81	        1.00
    832	  7023.05	      587.89	    24.43	      6.31	          68.74	        1.00
    833	  7031.15	      588.87	    24.43	      6.29	          69.31	        1.00
    834	  7039.25	      588.87	    24.43	      6.31	          69.43	        1.00
    835	  7047.35	      588.87	    24.43	      6.31	          68.93	        1.00
    836	  7055.45	      590.09	    24.43	      6.28	          66.77	        1.00
    837	  7063.55	      589.84	    24.43	      6.33	          67.54	        1.00
